    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/05,17:15:08
MCA Data File,200205 HPGe A N2 2 us.asc
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,    1947
 512,  501113
 513,  675392
 514,  661551
 515,  653151
 516,  641979
 517,  633084
 518,  625426
 519,  616395
 520,  609422
 521,  604634
 522,  599599
 523,  592599
 524,  589064
 525,  583823
 526,  580585
 527,  577805
 528,  582209
 529,  595416
 530,  602867
 531,  589320
 532,  567236
 533,  558183
 534,  551454
 535,  548518
 536,  544896
 537,  543202
 538,  537584
 539,  536660
 540,  532819
 541,  531678
 542,  527244
 543,  524264
 544,  523053
 545,  520384
 546,  517254
 547,  516023
 548,  513155
 549,  509631
 550,  507965
 551,  506474
 552,  503038
 553,  501260
 554,  499372
 555,  497259
 556,  494174
 557,  493384
 558,  490334
 559,  488857
 560,  486140
 561,  485358
 562,  483216
 563,  480824
 564,  478837
 565,  477900
 566,  476370
 567,  474411
 568,  471114
 569,  469823
 570,  468809
 571,  466905
 572,  464665
 573,  463306
 574,  461387
 575,  459661
 576,  457513
 577,  456639
 578,  454203
 579,  452634
 580,  451730
 581,  450132
 582,  447244
 583,  445539
 584,  444235
 585,  443595
 586,  441921
 587,  441452
 588,  439881
 589,  438325
 590,  434501
 591,  433631
 592,  431307
 593,  431078
 594,  427825
 595,  428035
 596,  425326
 597,  424308
 598,  422350
 599,  419631
 600,  419162
 601,  418203
 602,  416780
 603,  413957
 604,  412654
 605,  412546
 606,  410138
 607,  407788
 608,  406517
 609,  404912
 610,  404720
 611,  402447
 612,  402562
 613,  400690
 614,  398971
 615,  398516
 616,  395616
 617,  395073
 618,  393599
 619,  393657
 620,  392970
 621,  391079
 622,  388454
 623,  387536
 624,  385539
 625,  385970
 626,  383032
 627,  383523
 628,  381281
 629,  379422
 630,  379670
 631,  379215
 632,  377227
 633,  376737
 634,  375136
 635,  374069
 636,  374696
 637,  374113
 638,  372209
 639,  372033
 640,  371917
 641,  370838
 642,  369576
 643,  368980
 644,  368719
 645,  367679
 646,  366999
 647,  366085
 648,  364828
 649,  366184
 650,  363863
 651,  362718
 652,  363534
 653,  362888
 654,  362699
 655,  360644
 656,  360123
 657,  360390
 658,  359911
 659,  359483
 660,  358174
 661,  358957
 662,  357611
 663,  357923
 664,  357195
 665,  358312
 666,  357305
 667,  355901
 668,  354028
 669,  355666
 670,  354008
 671,  354374
 672,  354641
 673,  353396
 674,  352741
 675,  352309
 676,  351566
 677,  351820
 678,  351533
 679,  350608
 680,  350442
 681,  350564
 682,  348752
 683,  348340
 684,  348493
 685,  348149
 686,  347045
 687,  347879
 688,  347531
 689,  347997
 690,  346040
 691,  344963
 692,  345589
 693,  345610
 694,  345059
 695,  345005
 696,  344676
 697,  345548
 698,  343702
 699,  343940
 700,  343396
 701,  344711
 702,  346283
 703,  347397
 704,  346840
 705,  343545
 706,  343758
 707,  342233
 708,  343831
 709,  343568
 710,  343232
 711,  342465
 712,  343373
 713,  342553
 714,  342611
 715,  341956
 716,  343008
 717,  341867
 718,  342679
 719,  342377
 720,  342680
 721,  342474
 722,  342730
 723,  341822
 724,  343465
 725,  344054
 726,  344234
 727,  343504
 728,  345053
 729,  345007
 730,  344752
 731,  345533
 732,  346194
 733,  347393
 734,  346580
 735,  346902
 736,  347604
 737,  347878
 738,  348492
 739,  350538
 740,  349880
 741,  350359
 742,  351026
 743,  351604
 744,  353245
 745,  352711
 746,  353006
 747,  354307
 748,  354781
 749,  356182
 750,  356584
 751,  356776
 752,  357471
 753,  358312
 754,  358999
 755,  359636
 756,  359878
 757,  361377
 758,  362908
 759,  364621
 760,  364345
 761,  364813
 762,  364490
 763,  365969
 764,  367973
 765,  369436
 766,  373888
 767,  377118
 768,  387387
 769,  405348
 770,  438524
 771,  511496
 772,  681125
 773, 1088886
 774, 2063121
 775, 4134913
 776, 7403479
 777,10818656
 778,12509492
 779,11456558
 780, 8268434
 781, 4755257
 782, 2346380
 783, 1194936
 784,  726769
 785,  520042
 786,  412863
 787,  348668
 788,  308949
 789,  280152
 790,  259102
 791,  242197
 792,  229227
 793,  219180
 794,  210123
 795,  202627
 796,  196097
 797,  191053
 798,  185793
 799,  181216
 800,  177288
 801,  173942
 802,  171213
 803,  168110
 804,  164884
 805,  162507
 806,  160270
 807,  159590
 808,  156959
 809,  156072
 810,  154634
 811,  152708
 812,  151601
 813,  150574
 814,  148942
 815,  148677
 816,  147323
 817,  146538
 818,  145466
 819,  144620
 820,  144583
 821,  143021
 822,  142505
 823,  141450
 824,  141248
 825,  140562
 826,  139611
 827,  139532
 828,  139456
 829,  139136
 830,  138301
 831,  137500
 832,  137147
 833,  136143
 834,  136389
 835,  135594
 836,  134678
 837,  134985
 838,  134084
 839,  133967
 840,  134252
 841,  134031
 842,  133023
 843,  133264
 844,  132106
 845,  132034
 846,  131813
 847,  131910
 848,  131833
 849,  131202
 850,  130838
 851,  130363
 852,  130146
 853,  129775
 854,  129631
 855,  129093
 856,  129051
 857,  129344
 858,  129920
 859,  129511
 860,  128113
 861,  128547
 862,  128183
 863,  127409
 864,  127664
 865,  127455
 866,  126586
 867,  127085
 868,  127346
 869,  126328
 870,  126046
 871,  126788
 872,  125406
 873,  125696
 874,  126147
 875,  125326
 876,  124858
 877,  124821
 878,  125422
 879,  124922
 880,  124070
 881,  124575
 882,  124478
 883,  123488
 884,  123735
 885,  124271
 886,  124215
 887,  124568
 888,  127280
 889,  134805
 890,  142767
 891,  145458
 892,  136015
 893,  126897
 894,  123841
 895,  122965
 896,  121013
 897,  122311
 898,  121767
 899,  122108
 900,  121484
 901,  121556
 902,  121772
 903,  121320
 904,  121604
 905,  121445
 906,  120541
 907,  120706
 908,  120383
 909,  119767
 910,  120343
 911,  119949
 912,  120505
 913,  119767
 914,  119330
 915,  119719
 916,  119903
 917,  119122
 918,  119232
 919,  119251
 920,  119346
 921,  119745
 922,  119262
 923,  119043
 924,  120096
 925,  119450
 926,  119185
 927,  120295
 928,  122038
 929,  127015
 930,  140002
 931,  153236
 932,  151352
 933,  135864
 934,  123580
 935,  118822
 936,  118000
 937,  117951
 938,  116986
 939,  117791
 940,  117151
 941,  116924
 942,  117086
 943,  117098
 944,  116645
 945,  116855
 946,  117131
 947,  116244
 948,  116378
 949,  116702
 950,  115519
 951,  116577
 952,  116370
 953,  116181
 954,  115552
 955,  115933
 956,  115496
 957,  115748
 958,  114661
 959,  115484
 960,  115309
 961,  115101
 962,  115324
 963,  115399
 964,  115336
 965,  115083
 966,  114958
 967,  114784
 968,  115232
 969,  115033
 970,  114182
 971,  114620
 972,  114435
 973,  114523
 974,  114590
 975,  114204
 976,  113908
 977,  114119
 978,  113400
 979,  114466
 980,  113694
 981,  113887
 982,  113772
 983,  113681
 984,  114215
 985,  113046
 986,  114313
 987,  113517
 988,  113405
 989,  113239
 990,  113933
 991,  113000
 992,  113951
 993,  113420
 994,  114130
 995,  113527
 996,  113223
 997,  113827
 998,  113627
 999,  112953
1000,  112771
1001,  113510
1002,  112740
1003,  112799
1004,  112769
1005,  112306
1006,  112496
1007,  112372
1008,  112339
1009,  112578
1010,  112025
1011,  112399
1012,  112827
1013,  112566
1014,  112583
1015,  112157
1016,  112454
1017,  112244
1018,  112250
1019,  113297
1020,  112299
1021,  112262
1022,  112250
1023,  112016
1024,  111966
1025,  111899
1026,  111870
1027,  111937
1028,  111299
1029,  111606
1030,  110928
1031,  111332
1032,  111547
1033,  111021
1034,  110931
1035,  110858
1036,  111049
1037,  110917
1038,  110943
1039,  110519
1040,  111453
1041,  111103
1042,  111236
1043,  110903
1044,  111079
1045,  110748
1046,  110826
1047,  111070
1048,  111264
1049,  110810
1050,  111066
1051,  110995
1052,  111298
1053,  111804
1054,  110693
1055,  110167
1056,  110602
1057,  110612
1058,  109901
1059,  110284
1060,  110650
1061,  110448
1062,  110510
1063,  110252
1064,  110338
1065,  110965
1066,  110420
1067,  109905
1068,  109988
1069,  110236
1070,  109910
1071,  110720
1072,  109578
1073,  109818
1074,  110671
1075,  109664
1076,  110115
1077,  110855
1078,  110132
1079,  110401
1080,  110803
1081,  110064
1082,  110211
1083,  110375
1084,  110045
1085,  110283
1086,  109784
1087,  109812
1088,  109572
1089,  110091
1090,  110492
1091,  110374
1092,  109897
1093,  110230
1094,  109630
1095,  109365
1096,  109760
1097,  109638
1098,  109261
1099,  109925
1100,  109697
1101,  109192
1102,  109397
1103,  110385
1104,  109219
1105,  109521
1106,  109998
1107,  109363
1108,  109232
1109,  109751
1110,  109521
1111,  109514
1112,  110188
1113,  110743
1114,  112481
1115,  114269
1116,  113735
1117,  111697
1118,  110522
1119,  110009
1120,  108850
1121,  109223
1122,  109309
1123,  108940
1124,  109515
1125,  109722
1126,  109102
1127,  109447
1128,  109004
1129,  109507
1130,  109577
1131,  109637
1132,  108948
1133,  108787
1134,  109504
1135,  109249
1136,  109883
1137,  108829
1138,  109238
1139,  109229
1140,  109031
1141,  109057
1142,  109280
1143,  109746
1144,  109348
1145,  109402
1146,  108957
1147,  109457
1148,  108816
1149,  108885
1150,  109577
1151,  109440
1152,  109084
1153,  109351
1154,  109254
1155,  109663
1156,  108890
1157,  109406
1158,  108899
1159,  109404
1160,  109804
1161,  109316
1162,  109253
1163,  109084
1164,  109324
1165,  109430
1166,  109838
1167,  109639
1168,  110992
1169,  112981
1170,  115129
1171,  118153
1172,  119426
1173,  118364
1174,  116046
1175,  113388
1176,  111687
1177,  111655
1178,  112050
1179,  112439
1180,  112253
1181,  111632
1182,  110443
1183,  109734
1184,  110440
1185,  110504
1186,  110633
1187,  110348
1188,  110045
1189,  109500
1190,  109281
1191,  109166
1192,  109045
1193,  108970
1194,  109189
1195,  109712
1196,  109543
1197,  109311
1198,  109842
1199,  109745
1200,  110281
1201,  109272
1202,  110125
1203,  109318
1204,  109645
1205,  109960
1206,  110408
1207,  110672
1208,  110515
1209,  110348
1210,  109699
1211,  109806
1212,  109594
1213,  109730
1214,  109625
1215,  109901
1216,  110091
1217,  110193
1218,  109620
1219,  111125
1220,  111947
1221,  112559
1222,  111957
1223,  110587
1224,  110168
1225,  110588
1226,  110370
1227,  110943
1228,  110215
1229,  109907
1230,  110184
1231,  110137
1232,  110235
1233,  110387
1234,  109879
1235,  109799
1236,  111157
1237,  111295
1238,  110428
1239,  110752
1240,  110615
1241,  109847
1242,  110063
1243,  110589
1244,  110427
1245,  110552
1246,  110333
1247,  110659
1248,  110082
1249,  111035
1250,  110707
1251,  111394
1252,  111006
1253,  110696
1254,  110815
1255,  111319
1256,  110877
1257,  111240
1258,  111100
1259,  110570
1260,  110548
1261,  111227
1262,  110446
1263,  110762
1264,  111037
1265,  110808
1266,  111320
1267,  110721
1268,  110975
1269,  111965
1270,  111647
1271,  111502
1272,  111582
1273,  111951
1274,  111439
1275,  112397
1276,  111948
1277,  112431
1278,  112317
1279,  111675
1280,  111556
1281,  112103
1282,  112620
1283,  112828
1284,  112171
1285,  112879
1286,  112276
1287,  112755
1288,  111812
1289,  112948
1290,  112602
1291,  112806
1292,  113002
1293,  113325
1294,  113006
1295,  112876
1296,  112736
1297,  112908
1298,  112599
1299,  112865
1300,  112400
1301,  113372
1302,  112839
1303,  112808
1304,  113697
1305,  113466
1306,  112865
1307,  113331
1308,  113002
1309,  113140
1310,  112981
1311,  113898
1312,  113535
1313,  113663
1314,  113749
1315,  114000
1316,  113413
1317,  113652
1318,  113486
1319,  113849
1320,  114113
1321,  115156
1322,  115869
1323,  116866
1324,  116832
1325,  114899
1326,  114229
1327,  114432
1328,  114764
1329,  115016
1330,  114299
1331,  114818
1332,  114485
1333,  115040
1334,  115267
1335,  115156
1336,  115202
1337,  114896
1338,  115450
1339,  115483
1340,  115472
1341,  115577
1342,  115482
1343,  115700
1344,  115400
1345,  115755
1346,  115084
1347,  116407
1348,  115897
1349,  116066
1350,  116019
1351,  116275
1352,  116485
1353,  116478
1354,  116134
1355,  116756
1356,  117319
1357,  116669
1358,  117843
1359,  117080
1360,  117231
1361,  117020
1362,  117384
1363,  117259
1364,  117931
1365,  117617
1366,  116929
1367,  117727
1368,  118724
1369,  118446
1370,  118506
1371,  118932
1372,  118379
1373,  118054
1374,  119157
1375,  118480
1376,  118860
1377,  118578
1378,  119186
1379,  119058
1380,  118677
1381,  120007
1382,  119288
1383,  119754
1384,  120350
1385,  119862
1386,  119911
1387,  119594
1388,  120558
1389,  120536
1390,  119955
1391,  121313
1392,  120901
1393,  121391
1394,  120692
1395,  121246
1396,  121385
1397,  121407
1398,  122814
1399,  123349
1400,  127229
1401,  132551
1402,  136997
1403,  136124
1404,  130500
1405,  125021
1406,  123715
1407,  122881
1408,  122517
1409,  122329
1410,  122540
1411,  122982
1412,  122523
1413,  122987
1414,  122800
1415,  123406
1416,  123586
1417,  122425
1418,  123782
1419,  123667
1420,  123685
1421,  124394
1422,  123890
1423,  124723
1424,  124429
1425,  124893
1426,  124774
1427,  125156
1428,  125065
1429,  125098
1430,  126088
1431,  125693
1432,  125895
1433,  125761
1434,  126162
1435,  127011
1436,  126643
1437,  127857
1438,  128308
1439,  128416
1440,  127144
1441,  126571
1442,  127221
1443,  127437
1444,  127718
1445,  127632
1446,  127811
1447,  127838
1448,  127712
1449,  128871
1450,  128151
1451,  128796
1452,  129239
1453,  129479
1454,  129548
1455,  129984
1456,  129872
1457,  129746
1458,  129966
1459,  130221
1460,  130261
1461,  130906
1462,  130862
1463,  131136
1464,  131577
1465,  131113
1466,  131822
1467,  131554
1468,  131428
1469,  132481
1470,  132691
1471,  132139
1472,  132062
1473,  132591
1474,  133409
1475,  132356
1476,  133524
1477,  133523
1478,  132671
1479,  134108
1480,  134181
1481,  134479
1482,  134140
1483,  136128
1484,  136543
1485,  137456
1486,  137744
1487,  137667
1488,  136931
1489,  137956
1490,  139071
1491,  141567
1492,  144403
1493,  144668
1494,  141412
1495,  140021
1496,  137447
1497,  137404
1498,  137076
1499,  137762
1500,  137315
1501,  138333
1502,  138506
1503,  138420
1504,  139261
1505,  138881
1506,  138632
1507,  138638
1508,  138751
1509,  139234
1510,  139744
1511,  139401
1512,  140692
1513,  141048
1514,  139979
1515,  140534
1516,  140810
1517,  140588
1518,  141271
1519,  141563
1520,  142452
1521,  142647
1522,  142965
1523,  142720
1524,  142806
1525,  143956
1526,  143161
1527,  143279
1528,  144574
1529,  144503
1530,  143470
1531,  144774
1532,  144618
1533,  145125
1534,  145093
1535,  145407
1536,  145509
1537,  145944
1538,  146480
1539,  146371
1540,  146965
1541,  146606
1542,  147381
1543,  148678
1544,  147969
1545,  147548
1546,  148230
1547,  148190
1548,  148895
1549,  149508
1550,  149165
1551,  149280
1552,  149543
1553,  150197
1554,  150628
1555,  150281
1556,  150579
1557,  151042
1558,  151558
1559,  152303
1560,  152227
1561,  151985
1562,  152763
1563,  152833
1564,  152654
1565,  153435
1566,  153473
1567,  154022
1568,  153898
1569,  154513
1570,  154749
1571,  154563
1572,  154835
1573,  155041
1574,  156300
1575,  156388
1576,  155473
1577,  156424
1578,  156271
1579,  156533
1580,  155556
1581,  156074
1582,  156444
1583,  156061
1584,  156115
1585,  156655
1586,  157024
1587,  156677
1588,  157296
1589,  158309
1590,  158852
1591,  159004
1592,  158462
1593,  158843
1594,  159121
1595,  159227
1596,  159510
1597,  159011
1598,  159263
1599,  159655
1600,  159687
1601,  159875
1602,  159685
1603,  160781
1604,  160092
1605,  160526
1606,  160780
1607,  160152
1608,  160654
1609,  160829
1610,  160741
1611,  160115
1612,  160299
1613,  160906
1614,  159957
1615,  160280
1616,  160302
1617,  160366
1618,  159972
1619,  159247
1620,  158741
1621,  159240
1622,  158364
1623,  158681
1624,  157888
1625,  157267
1626,  156375
1627,  155687
1628,  154776
1629,  154186
1630,  152125
1631,  150553
1632,  149160
1633,  147047
1634,  145569
1635,  143426
1636,  139964
1637,  136571
1638,  133789
1639,  130499
1640,  127825
1641,  125368
1642,  123256
1643,  121873
1644,  119695
1645,  117754
1646,  116598
1647,  114605
1648,  114012
1649,  112249
1650,  111293
1651,  110415
1652,  109168
1653,  109402
1654,  107875
1655,  107221
1656,  106327
1657,  106511
1658,  105781
1659,  105411
1660,  104384
1661,  103281
1662,  103166
1663,  103200
1664,  102816
1665,  101847
1666,  101087
1667,  100822
1668,  100305
1669,   99551
1670,   99715
1671,   99220
1672,   99179
1673,   98034
1674,   97754
1675,   97103
1676,   96338
1677,   97249
1678,   96131
1679,   95882
1680,   96010
1681,   95052
1682,   94817
1683,   93947
1684,   94614
1685,   94228
1686,   93475
1687,   93478
1688,   92550
1689,   93144
1690,   92329
1691,   92719
1692,   91432
1693,   91180
1694,   90638
1695,   90571
1696,   90296
1697,   89796
1698,   89292
1699,   89214
1700,   88533
1701,   88128
1702,   88609
1703,   88675
1704,   88311
1705,   87744
1706,   86825
1707,   86549
1708,   85919
1709,   85974
1710,   85797
1711,   85231
1712,   84978
1713,   84805
1714,   84172
1715,   83915
1716,   83565
1717,   83029
1718,   83375
1719,   82911
1720,   82500
1721,   81830
1722,   81742
1723,   81836
1724,   81476
1725,   82101
1726,   82975
1727,   85116
1728,   87167
1729,   86657
1730,   83921
1731,   80649
1732,   78712
1733,   77711
1734,   77315
1735,   76938
1736,   76388
1737,   75789
1738,   75240
1739,   74844
1740,   74867
1741,   73793
1742,   73359
1743,   73165
1744,   72731
1745,   71974
1746,   71678
1747,   71579
1748,   71080
1749,   70260
1750,   69915
1751,   69339
1752,   69206
1753,   68915
1754,   67708
1755,   67441
1756,   66618
1757,   66582
1758,   66188
1759,   65891
1760,   65766
1761,   64576
1762,   64007
1763,   63752
1764,   62905
1765,   62569
1766,   61725
1767,   61458
1768,   61425
1769,   60789
1770,   60672
1771,   59340
1772,   58992
1773,   58572
1774,   58044
1775,   57454
1776,   57125
1777,   56716
1778,   56251
1779,   55271
1780,   55555
1781,   55476
1782,   55290
1783,   54929
1784,   53930
1785,   52929
1786,   52690
1787,   51762
1788,   51183
1789,   51245
1790,   50996
1791,   50197
1792,   49908
1793,   49879
1794,   49917
1795,   49090
1796,   49198
1797,   48519
1798,   48185
1799,   48068
1800,   46954
1801,   47180
1802,   46842
1803,   46568
1804,   46092
1805,   45781
1806,   45826
1807,   45012
1808,   45505
1809,   45560
1810,   45525
1811,   45631
1812,   44962
1813,   44592
1814,   43747
1815,   43072
1816,   43117
1817,   42861
1818,   42349
1819,   42119
1820,   42014
1821,   41887
1822,   41846
1823,   41518
1824,   41408
1825,   41159
1826,   41311
1827,   40340
1828,   40727
1829,   40424
1830,   40274
1831,   39951
1832,   40011
1833,   39653
1834,   39433
1835,   38897
1836,   39150
1837,   38899
1838,   38671
1839,   38961
1840,   38549
1841,   38468
1842,   38234
1843,   38388
1844,   37771
1845,   38459
1846,   37438
1847,   37903
1848,   37515
1849,   37584
1850,   37555
1851,   37084
1852,   37457
1853,   37453
1854,   37531
1855,   37540
1856,   37638
1857,   37316
1858,   37324
1859,   37171
1860,   37270
1861,   37588
1862,   37252
1863,   37315
1864,   37702
1865,   37685
1866,   37722
1867,   37281
1868,   37299
1869,   37310
1870,   36985
1871,   37057
1872,   37502
1873,   37064
1874,   37347
1875,   37280
1876,   37302
1877,   37160
1878,   37233
1879,   37237
1880,   37008
1881,   36985
1882,   37081
1883,   36784
1884,   37029
1885,   37026
1886,   37031
1887,   36880
1888,   36683
1889,   36917
1890,   36440
1891,   36700
1892,   36730
1893,   36509
1894,   36649
1895,   36548
1896,   36642
1897,   36567
1898,   36432
1899,   36854
1900,   36764
1901,   36616
1902,   36712
1903,   36715
1904,   36892
1905,   36695
1906,   37387
1907,   36851
1908,   37268
1909,   37733
1910,   38107
1911,   39142
1912,   39830
1913,   39401
1914,   38271
1915,   37706
1916,   37358
1917,   37047
1918,   37118
1919,   37231
1920,   37176
1921,   37198
1922,   37175
1923,   37022
1924,   37055
1925,   37703
1926,   37483
1927,   37796
1928,   37800
1929,   38219
1930,   38022
1931,   38530
1932,   38700
1933,   38977
1934,   39683
1935,   39486
1936,   40649
1937,   40110
1938,   40235
1939,   40767
1940,   41034
1941,   41484
1942,   42132
1943,   42772
1944,   43266
1945,   44050
1946,   44234
1947,   45655
1948,   46088
1949,   47067
1950,   47657
1951,   49238
1952,   50307
1953,   51004
1954,   52544
1955,   54199
1956,   56427
1957,   60149
1958,   64421
1959,   72635
1960,   86223
1961,  110951
1962,  158414
1963,  248476
1964,  424031
1965,  776095
1966, 1480629
1967, 2724065
1968, 4259191
1969, 5100149
1970, 4440791
1971, 2813457
1972, 1346549
1973,  545129
1974,  238365
1975,  141937
1976,  106736
1977,   88985
1978,   76035
1979,   66100
1980,   57650
1981,   51526
1982,   46597
1983,   42238
1984,   38350
1985,   35822
1986,   32972
1987,   31190
1988,   29041
1989,   27163
1990,   25660
1991,   24244
1992,   23156
1993,   22104
1994,   21368
1995,   20036
1996,   19478
1997,   18626
1998,   18002
1999,   17449
2000,   16852
2001,   16165
2002,   15899
2003,   15236
2004,   15185
2005,   14566
2006,   14432
2007,   14010
2008,   13823
2009,   13478
2010,   13217
2011,   13013
2012,   12791
2013,   12667
2014,   12197
2015,   12067
2016,   11988
2017,   11656
2018,   11530
2019,   11422
2020,   11259
2021,   11122
2022,   10738
2023,   10877
2024,   10537
2025,   10521
2026,   10252
2027,   10370
2028,   10024
2029,   10330
2030,    9958
2031,   10028
