    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/25,16:50:53
MCA Data File,200225 HPGe B N2 piled up 24 pieces.asc
 283,       0
 284,       0
 285,       0
 286,       0
 287,       0
 288,       0
 289,       0
 290,       0
 291,       0
 292,       0
 293,       0
 294,       0
 295,       0
 296,       0
 297,       0
 298,       0
 299,       0
 300,       0
 301,       0
 302,       0
 303,       0
 304,       0
 305,       0
 306,       0
 307,       0
 308,       0
 309,       0
 310,       0
 311,       0
 312,       0
 313,       0
 314,       0
 315,       0
 316,       0
 317,       0
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,       0
 512,       0
 513,       0
 514,       0
 515,       0
 516,     153
 517,  244020
 518,  438636
 519,  436389
 520,  433370
 521,  424513
 522,  416325
 523,  407468
 524,  400284
 525,  392679
 526,  385302
 527,  378617
 528,  373513
 529,  369474
 530,  363797
 531,  360032
 532,  354849
 533,  352767
 534,  350635
 535,  346933
 536,  344194
 537,  343087
 538,  340784
 539,  343040
 540,  348507
 541,  349276
 542,  339823
 543,  332499
 544,  327434
 545,  325895
 546,  322794
 547,  321357
 548,  318718
 549,  318780
 550,  315931
 551,  314649
 552,  312386
 553,  311145
 554,  309548
 555,  308312
 556,  305701
 557,  304638
 558,  303190
 559,  301740
 560,  300618
 561,  300469
 562,  296660
 563,  296672
 564,  294652
 565,  291934
 566,  290632
 567,  290272
 568,  288649
 569,  288277
 570,  285685
 571,  284685
 572,  282418
 573,  281895
 574,  280085
 575,  279717
 576,  278409
 577,  276583
 578,  275974
 579,  274230
 580,  273075
 581,  272293
 582,  269634
 583,  269261
 584,  268742
 585,  267137
 586,  265918
 587,  264339
 588,  263828
 589,  262133
 590,  259415
 591,  260341
 592,  257884
 593,  257389
 594,  255774
 595,  255016
 596,  253509
 597,  252642
 598,  251827
 599,  250008
 600,  248780
 601,  247670
 602,  246341
 603,  245530
 604,  243853
 605,  242380
 606,  241964
 607,  239899
 608,  239364
 609,  238177
 610,  237197
 611,  234779
 612,  234749
 613,  233013
 614,  231731
 615,  230748
 616,  230495
 617,  228232
 618,  227390
 619,  226259
 620,  226118
 621,  224179
 622,  222122
 623,  221712
 624,  220973
 625,  220332
 626,  218974
 627,  217821
 628,  215733
 629,  215105
 630,  214425
 631,  213780
 632,  212145
 633,  211487
 634,  210600
 635,  210237
 636,  208716
 637,  208665
 638,  207340
 639,  206958
 640,  205166
 641,  205946
 642,  205047
 643,  204420
 644,  203465
 645,  203173
 646,  202276
 647,  201903
 648,  201205
 649,  200664
 650,  199929
 651,  199321
 652,  199353
 653,  198737
 654,  197999
 655,  197830
 656,  198027
 657,  196964
 658,  195914
 659,  195772
 660,  195826
 661,  195190
 662,  195111
 663,  194419
 664,  194543
 665,  194240
 666,  193883
 667,  193267
 668,  191980
 669,  192392
 670,  191391
 671,  191808
 672,  192027
 673,  191532
 674,  190121
 675,  190530
 676,  191352
 677,  190217
 678,  190008
 679,  189937
 680,  189360
 681,  188459
 682,  188048
 683,  188484
 684,  187263
 685,  186809
 686,  186542
 687,  185935
 688,  186038
 689,  186240
 690,  185495
 691,  185462
 692,  185520
 693,  184111
 694,  184314
 695,  183963
 696,  183808
 697,  183298
 698,  182581
 699,  181713
 700,  181984
 701,  181430
 702,  180662
 703,  180779
 704,  180509
 705,  180868
 706,  178960
 707,  178641
 708,  179230
 709,  178372
 710,  178042
 711,  178834
 712,  177896
 713,  177493
 714,  177550
 715,  177921
 716,  178166
 717,  176345
 718,  175567
 719,  175227
 720,  174236
 721,  174421
 722,  174343
 723,  173067
 724,  173717
 725,  172688
 726,  172083
 727,  171726
 728,  172288
 729,  171619
 730,  171778
 731,  171445
 732,  171074
 733,  171028
 734,  170654
 735,  170050
 736,  170410
 737,  169544
 738,  169144
 739,  169269
 740,  169290
 741,  169541
 742,  168819
 743,  167990
 744,  168167
 745,  167657
 746,  167441
 747,  167807
 748,  167281
 749,  165946
 750,  166174
 751,  166650
 752,  166726
 753,  166587
 754,  165700
 755,  166007
 756,  165783
 757,  166155
 758,  165919
 759,  166316
 760,  165103
 761,  166221
 762,  165120
 763,  165292
 764,  165775
 765,  166225
 766,  166059
 767,  166358
 768,  166838
 769,  166859
 770,  167154
 771,  167593
 772,  168062
 773,  168775
 774,  167989
 775,  167940
 776,  169446
 777,  170735
 778,  172005
 779,  174405
 780,  178299
 781,  183669
 782,  197579
 783,  222202
 784,  276522
 785,  410256
 786,  733646
 787, 1485819
 788, 2939800
 789, 5044407
 790, 7032590
 791, 7841538
 792, 6902127
 793, 4859168
 794, 2791942
 795, 1427444
 796,  740971
 797,  447096
 798,  314650
 799,  248425
 800,  209190
 801,  184130
 802,  165558
 803,  152259
 804,  142315
 805,  134088
 806,  127184
 807,  121616
 808,  117628
 809,  113406
 810,  109628
 811,  106090
 812,  103151
 813,  101528
 814,   97849
 815,   96873
 816,   95405
 817,   93634
 818,   91855
 819,   90636
 820,   89525
 821,   88462
 822,   87307
 823,   86497
 824,   86195
 825,   85247
 826,   84007
 827,   83829
 828,   83339
 829,   82504
 830,   82055
 831,   81136
 832,   81159
 833,   80676
 834,   79669
 835,   79134
 836,   79009
 837,   79213
 838,   78151
 839,   78263
 840,   77719
 841,   77405
 842,   76924
 843,   76522
 844,   76531
 845,   76240
 846,   76037
 847,   75567
 848,   75618
 849,   75327
 850,   74797
 851,   75063
 852,   74105
 853,   74322
 854,   74489
 855,   73775
 856,   73885
 857,   74453
 858,   73488
 859,   73535
 860,   73012
 861,   73364
 862,   72295
 863,   72293
 864,   72721
 865,   72472
 866,   72031
 867,   72284
 868,   71939
 869,   71667
 870,   71407
 871,   71858
 872,   71940
 873,   71446
 874,   71478
 875,   71403
 876,   71085
 877,   71065
 878,   70992
 879,   71059
 880,   70080
 881,   70500
 882,   70201
 883,   69817
 884,   70156
 885,   69951
 886,   69931
 887,   69963
 888,   70054
 889,   69648
 890,   69580
 891,   69258
 892,   69206
 893,   68851
 894,   68922
 895,   68849
 896,   68617
 897,   68766
 898,   68801
 899,   68601
 900,   69017
 901,   69362
 902,   70255
 903,   74288
 904,   78330
 905,   78540
 906,   73290
 907,   69587
 908,   68625
 909,   68063
 910,   67967
 911,   67960
 912,   67161
 913,   67488
 914,   67794
 915,   67754
 916,   67650
 917,   67399
 918,   67079
 919,   67695
 920,   67486
 921,   67092
 922,   67294
 923,   67268
 924,   66608
 925,   67050
 926,   67306
 927,   66961
 928,   66570
 929,   66749
 930,   66549
 931,   66958
 932,   66297
 933,   66573
 934,   66943
 935,   66691
 936,   66602
 937,   66278
 938,   66579
 939,   66092
 940,   66297
 941,   66178
 942,   67107
 943,   69270
 944,   74149
 945,   80727
 946,   80476
 947,   75060
 948,   68927
 949,   66505
 950,   66070
 951,   65588
 952,   65664
 953,   65371
 954,   65334
 955,   65603
 956,   65273
 957,   65207
 958,   65195
 959,   65345
 960,   64846
 961,   64820
 962,   65381
 963,   65273
 964,   64960
 965,   65269
 966,   65012
 967,   64239
 968,   64813
 969,   64570
 970,   64800
 971,   64686
 972,   64550
 973,   64703
 974,   64362
 975,   64444
 976,   64168
 977,   64582
 978,   63976
 979,   64180
 980,   64237
 981,   64119
 982,   63675
 983,   64529
 984,   64347
 985,   64429
 986,   64380
 987,   63748
 988,   63885
 989,   63670
 990,   63935
 991,   63457
 992,   63937
 993,   63639
 994,   63948
 995,   63564
 996,   63672
 997,   63876
 998,   63863
 999,   63297
1000,   63806
1001,   63618
1002,   63512
1003,   63996
1004,   64261
1005,   63172
1006,   63258
1007,   64209
1008,   63674
1009,   63407
1010,   63673
1011,   63399
1012,   63217
1013,   63036
1014,   63138
1015,   63289
1016,   63315
1017,   63385
1018,   63488
1019,   63115
1020,   62924
1021,   63262
1022,   63135
1023,   63041
1024,   63096
1025,   63209
1026,   63134
1027,   63147
1028,   62851
1029,   62832
1030,   62999
1031,   62990
1032,   62859
1033,   62936
1034,   63218
1035,   62797
1036,   62817
1037,   62628
1038,   62607
1039,   62845
1040,   62758
1041,   62243
1042,   63316
1043,   62567
1044,   62527
1045,   62523
1046,   62527
1047,   62874
1048,   62435
1049,   62256
1050,   62697
1051,   62642
1052,   62390
1053,   62216
1054,   62231
1055,   62869
1056,   62278
1057,   62006
1058,   62609
1059,   62330
1060,   63053
1061,   62451
1062,   62181
1063,   62190
1064,   62142
1065,   62219
1066,   62082
1067,   62211
1068,   61824
1069,   61969
1070,   62476
1071,   62240
1072,   62418
1073,   62015
1074,   61697
1075,   61516
1076,   61867
1077,   61817
1078,   61641
1079,   61888
1080,   61565
1081,   61839
1082,   61821
1083,   61913
1084,   61658
1085,   61225
1086,   61970
1087,   61456
1088,   61851
1089,   61558
1090,   61492
1091,   61810
1092,   61756
1093,   61771
1094,   61912
1095,   61410
1096,   61289
1097,   61797
1098,   61529
1099,   61538
1100,   61993
1101,   62228
1102,   61662
1103,   61687
1104,   61269
1105,   61687
1106,   61201
1107,   61585
1108,   61345
1109,   61665
1110,   61388
1111,   61582
1112,   61340
1113,   61559
1114,   61220
1115,   61412
1116,   61259
1117,   61649
1118,   60937
1119,   61283
1120,   61105
1121,   61292
1122,   61146
1123,   61073
1124,   61183
1125,   61584
1126,   61512
1127,   61378
1128,   61436
1129,   61843
1130,   63210
1131,   63270
1132,   63107
1133,   61772
1134,   61389
1135,   61286
1136,   61160
1137,   61098
1138,   61430
1139,   60823
1140,   60798
1141,   60666
1142,   61349
1143,   60411
1144,   61322
1145,   60689
1146,   60651
1147,   60918
1148,   61328
1149,   60955
1150,   61094
1151,   60878
1152,   61124
1153,   60386
1154,   60752
1155,   60611
1156,   60991
1157,   60934
1158,   60658
1159,   60828
1160,   61006
1161,   61065
1162,   61009
1163,   60765
1164,   60718
1165,   60740
1166,   60972
1167,   61002
1168,   60714
1169,   60334
1170,   60950
1171,   61211
1172,   60987
1173,   61270
1174,   61636
1175,   61726
1176,   60758
1177,   61615
1178,   60885
1179,   60844
1180,   60938
1181,   61518
1182,   61347
1183,   61115
1184,   61749
1185,   62985
1186,   64084
1187,   65470
1188,   66678
1189,   66490
1190,   64614
1191,   64280
1192,   63209
1193,   62820
1194,   62428
1195,   62250
1196,   62735
1197,   62461
1198,   61552
1199,   61451
1200,   61230
1201,   61871
1202,   61721
1203,   61360
1204,   61919
1205,   60953
1206,   61482
1207,   61203
1208,   60875
1209,   61333
1210,   61340
1211,   61464
1212,   61273
1213,   61423
1214,   61333
1215,   61589
1216,   61780
1217,   61932
1218,   61503
1219,   61504
1220,   61350
1221,   61808
1222,   62205
1223,   61998
1224,   61974
1225,   61858
1226,   61945
1227,   61769
1228,   61408
1229,   61604
1230,   61968
1231,   61789
1232,   61684
1233,   61656
1234,   61865
1235,   61614
1236,   62005
1237,   62940
1238,   62734
1239,   62405
1240,   62139
1241,   61619
1242,   61943
1243,   61980
1244,   62029
1245,   62225
1246,   61629
1247,   61746
1248,   61170
1249,   61923
1250,   62163
1251,   61973
1252,   62054
1253,   62386
1254,   62290
1255,   62461
1256,   62380
1257,   62086
1258,   61941
1259,   61793
1260,   61894
1261,   62285
1262,   61964
1263,   62175
1264,   62266
1265,   62516
1266,   62013
1267,   61740
1268,   61756
1269,   62094
1270,   62343
1271,   62231
1272,   61914
1273,   62196
1274,   61958
1275,   62839
1276,   62396
1277,   62574
1278,   62213
1279,   62681
1280,   62800
1281,   62514
1282,   62559
1283,   62653
1284,   62996
1285,   62625
1286,   62694
1287,   63038
1288,   63053
1289,   62349
1290,   62598
1291,   62976
1292,   62809
1293,   62729
1294,   63277
1295,   63238
1296,   62974
1297,   62662
1298,   63206
1299,   63323
1300,   63802
1301,   63963
1302,   63842
1303,   64034
1304,   63180
1305,   63826
1306,   63223
1307,   63514
1308,   63871
1309,   63747
1310,   63444
1311,   63377
1312,   63151
1313,   63597
1314,   63746
1315,   63354
1316,   63637
1317,   64119
1318,   63929
1319,   63973
1320,   63717
1321,   64151
1322,   64031
1323,   64349
1324,   64211
1325,   63916
1326,   64182
1327,   64030
1328,   64376
1329,   64124
1330,   63955
1331,   63972
1332,   64117
1333,   64451
1334,   64332
1335,   64527
1336,   64511
1337,   64768
1338,   64798
1339,   65296
1340,   65531
1341,   65984
1342,   65426
1343,   65538
1344,   65117
1345,   65448
1346,   64804
1347,   64971
1348,   64992
1349,   65083
1350,   65385
1351,   65326
1352,   65196
1353,   65125
1354,   64952
1355,   65426
1356,   65294
1357,   65791
1358,   65611
1359,   66038
1360,   65844
1361,   65553
1362,   65721
1363,   65604
1364,   65657
1365,   66165
1366,   65837
1367,   66498
1368,   66327
1369,   66296
1370,   66428
1371,   66450
1372,   66019
1373,   66344
1374,   66600
1375,   67046
1376,   66671
1377,   66868
1378,   66568
1379,   66744
1380,   66784
1381,   67137
1382,   67033
1383,   67401
1384,   66893
1385,   67041
1386,   67111
1387,   67153
1388,   67415
1389,   67424
1390,   67413
1391,   67407
1392,   67268
1393,   67430
1394,   68000
1395,   67691
1396,   67738
1397,   67686
1398,   67376
1399,   68136
1400,   68146
1401,   68001
1402,   68517
1403,   68288
1404,   68081
1405,   68463
1406,   67939
1407,   68153
1408,   68618
1409,   69025
1410,   69170
1411,   68469
1412,   68161
1413,   68874
1414,   69074
1415,   69039
1416,   69421
1417,   69552
1418,   71610
1419,   73599
1420,   75973
1421,   76027
1422,   73859
1423,   71285
1424,   70135
1425,   70026
1426,   69499
1427,   69787
1428,   69745
1429,   70143
1430,   70537
1431,   70177
1432,   70192
1433,   70531
1434,   70756
1435,   70669
1436,   70770
1437,   71593
1438,   70981
1439,   70952
1440,   71406
1441,   71729
1442,   71765
1443,   71410
1444,   71769
1445,   72063
1446,   71813
1447,   71875
1448,   72109
1449,   72102
1450,   71986
1451,   72244
1452,   72707
1453,   72252
1454,   72628
1455,   72893
1456,   73961
1457,   73943
1458,   73610
1459,   72946
1460,   73082
1461,   73437
1462,   73344
1463,   73055
1464,   73237
1465,   73559
1466,   74172
1467,   73954
1468,   74391
1469,   73804
1470,   74496
1471,   74426
1472,   74490
1473,   73976
1474,   74913
1475,   75242
1476,   74860
1477,   74878
1478,   75529
1479,   75126
1480,   75796
1481,   76003
1482,   75896
1483,   75909
1484,   76103
1485,   76431
1486,   76029
1487,   76538
1488,   76352
1489,   76248
1490,   76171
1491,   77277
1492,   76708
1493,   77167
1494,   76981
1495,   77328
1496,   77283
1497,   77148
1498,   77452
1499,   77280
1500,   78476
1501,   78314
1502,   78607
1503,   79734
1504,   80035
1505,   80096
1506,   79863
1507,   79374
1508,   79811
1509,   80727
1510,   82196
1511,   83410
1512,   82784
1513,   81845
1514,   80431
1515,   80255
1516,   80487
1517,   80131
1518,   80566
1519,   80592
1520,   80381
1521,   81009
1522,   81480
1523,   80678
1524,   81096
1525,   81724
1526,   81766
1527,   81401
1528,   81816
1529,   82051
1530,   81627
1531,   81852
1532,   82717
1533,   82723
1534,   82600
1535,   83264
1536,   82233
1537,   83280
1538,   83623
1539,   83606
1540,   83632
1541,   84130
1542,   83785
1543,   83986
1544,   84381
1545,   84725
1546,   83733
1547,   84475
1548,   84227
1549,   84727
1550,   85042
1551,   85523
1552,   86044
1553,   85584
1554,   86018
1555,   86150
1556,   85937
1557,   86403
1558,   86540
1559,   87014
1560,   87099
1561,   87424
1562,   87075
1563,   88030
1564,   87351
1565,   87212
1566,   87283
1567,   87786
1568,   88430
1569,   88681
1570,   88226
1571,   88684
1572,   88663
1573,   88915
1574,   89231
1575,   89524
1576,   89647
1577,   89607
1578,   89703
1579,   89753
1580,   90021
1581,   90407
1582,   90379
1583,   90337
1584,   90475
1585,   91263
1586,   91337
1587,   91138
1588,   91458
1589,   91905
1590,   91938
1591,   92360
1592,   92265
1593,   92459
1594,   92717
1595,   93055
1596,   92834
1597,   92956
1598,   92533
1599,   93657
1600,   92709
1601,   93104
1602,   92949
1603,   93706
1604,   93211
1605,   93353
1606,   93636
1607,   94131
1608,   93676
1609,   94430
1610,   94438
1611,   94529
1612,   94840
1613,   94727
1614,   94681
1615,   94527
1616,   94603
1617,   95296
1618,   95191
1619,   95112
1620,   95681
1621,   95374
1622,   95679
1623,   96317
1624,   95952
1625,   95967
1626,   95959
1627,   95943
1628,   95548
1629,   95652
1630,   95200
1631,   96297
1632,   95520
1633,   95868
1634,   95968
1635,   95783
1636,   95289
1637,   95252
1638,   95688
1639,   95657
1640,   95115
1641,   94737
1642,   94594
1643,   94851
1644,   93768
1645,   93634
1646,   92952
1647,   92107
1648,   92386
1649,   91756
1650,   90325
1651,   89955
1652,   88514
1653,   87061
1654,   85982
1655,   84153
1656,   82710
1657,   80782
1658,   78459
1659,   76417
1660,   74401
1661,   73167
1662,   71453
1663,   70199
1664,   69359
1665,   68228
1666,   67574
1667,   67023
1668,   65756
1669,   65077
1670,   64501
1671,   63810
1672,   63678
1673,   62844
1674,   62164
1675,   61887
1676,   61686
1677,   61734
1678,   60513
1679,   60443
1680,   60032
1681,   59814
1682,   59339
1683,   59539
1684,   59328
1685,   58931
1686,   58516
1687,   58705
1688,   57850
1689,   57837
1690,   57412
1691,   57139
1692,   56885
1693,   56847
1694,   56414
1695,   56337
1696,   56406
1697,   55795
1698,   55903
1699,   55913
1700,   55331
1701,   55056
1702,   54436
1703,   55048
1704,   54406
1705,   54112
1706,   53752
1707,   53964
1708,   53615
1709,   53759
1710,   53115
1711,   53341
1712,   52830
1713,   52716
1714,   52922
1715,   52179
1716,   52181
1717,   51984
1718,   51889
1719,   51802
1720,   51190
1721,   50864
1722,   50820
1723,   50701
1724,   50396
1725,   50482
1726,   50608
1727,   50121
1728,   49663
1729,   49654
1730,   49487
1731,   49298
1732,   49207
1733,   48833
1734,   48744
1735,   48566
1736,   48605
1737,   48414
1738,   47842
1739,   47683
1740,   47565
1741,   46744
1742,   47078
1743,   46677
1744,   46652
1745,   46870
1746,   46736
1747,   47615
1748,   48500
1749,   48784
1750,   48702
1751,   47156
1752,   45884
1753,   44771
1754,   44475
1755,   44385
1756,   44116
1757,   43750
1758,   43407
1759,   43348
1760,   42786
1761,   42733
1762,   43024
1763,   42437
1764,   42055
1765,   41890
1766,   41728
1767,   41272
1768,   41067
1769,   40968
1770,   40846
1771,   40300
1772,   39798
1773,   40187
1774,   38929
1775,   39111
1776,   39178
1777,   38832
1778,   38283
1779,   37535
1780,   37690
1781,   37091
1782,   37128
1783,   36785
1784,   36635
1785,   36163
1786,   35610
1787,   35539
1788,   35305
1789,   35268
1790,   34243
1791,   34311
1792,   33741
1793,   33448
1794,   33279
1795,   32982
1796,   32626
1797,   32342
1798,   31644
1799,   31776
1800,   31450
1801,   30924
1802,   31074
1803,   30646
1804,   30929
1805,   30502
1806,   29750
1807,   29362
1808,   28769
1809,   28534
1810,   28474
1811,   28000
1812,   27759
1813,   27733
1814,   27476
1815,   27298
1816,   27195
1817,   26619
1818,   26774
1819,   26481
1820,   25964
1821,   25883
1822,   25541
1823,   25260
1824,   24988
1825,   24939
1826,   24460
1827,   24564
1828,   24325
1829,   24338
1830,   24471
1831,   24194
1832,   24319
1833,   24126
1834,   23523
1835,   23244
1836,   22921
1837,   22608
1838,   22742
1839,   22371
1840,   22340
1841,   21783
1842,   21988
1843,   21522
1844,   21174
1845,   21504
1846,   21390
1847,   20948
1848,   20953
1849,   21025
1850,   20577
1851,   20552
1852,   20437
1853,   20398
1854,   20141
1855,   20110
1856,   19576
1857,   19759
1858,   19944
1859,   19382
1860,   19503
1861,   19182
1862,   19345
1863,   19140
1864,   18975
1865,   18653
1866,   18602
1867,   18993
1868,   18621
1869,   18785
1870,   18543
1871,   18573
1872,   18327
1873,   18511
1874,   18301
1875,   18196
1876,   18278
1877,   18154
1878,   17935
1879,   17969
1880,   17888
1881,   18148
1882,   17958
1883,   17880
1884,   17876
1885,   17808
1886,   17645
1887,   17770
1888,   17597
1889,   17759
1890,   17770
1891,   17805
1892,   17557
1893,   17867
1894,   17549
1895,   17612
1896,   17558
1897,   17302
1898,   17201
1899,   17353
1900,   17447
1901,   17463
1902,   17292
1903,   17428
1904,   17103
1905,   17276
1906,   17524
1907,   17239
1908,   17166
1909,   17098
1910,   17164
1911,   17191
1912,   17124
1913,   17234
1914,   17128
1915,   17284
1916,   17040
1917,   17038
1918,   17063
1919,   16817
1920,   16840
1921,   17018
1922,   16752
1923,   16802
1924,   16993
1925,   17051
1926,   16692
1927,   16965
1928,   16684
1929,   17012
1930,   16883
1931,   17114
1932,   17079
1933,   17582
1934,   18058
1935,   17960
1936,   17581
1937,   17133
1938,   16957
1939,   16596
1940,   16593
1941,   16594
1942,   16685
1943,   16532
1944,   16491
1945,   16427
1946,   16588
1947,   16553
1948,   16620
1949,   16549
1950,   16469
1951,   16437
1952,   16417
1953,   16355
1954,   16409
1955,   16333
1956,   16594
1957,   16719
1958,   16540
1959,   16655
1960,   16687
1961,   16965
1962,   16742
1963,   16795
1964,   16872
1965,   16900
1966,   17348
1967,   17052
1968,   16990
1969,   17387
1970,   17574
1971,   17559
1972,   17863
1973,   18006
1974,   17985
1975,   18396
1976,   18589
1977,   18869
1978,   19473
1979,   19938
1980,   20734
1981,   22198
1982,   24529
1983,   28627
1984,   35948
1985,   51530
1986,   86235
1987,  167690
1988,  369295
1989,  820038
1990, 1601088
1991, 2445796
1992, 2795789
1993, 2389493
1994, 1536347
1995,  751520
1996,  305653
1997,  134178
1998,   81277
1999,   61485
2000,   50247
2001,   42756
2002,   36568
2003,   31990
2004,   28341
2005,   25975
2006,   23422
2007,   21791
2008,   20011
2009,   18372
2010,   17233
2011,   16067
2012,   14994
2013,   14359
2014,   13490
2015,   12654
2016,   12343
2017,   11614
2018,   11052
2019,   10803
2020,   10337
2021,    9940
2022,    9765
2023,    9491
2024,    9211
2025,    8729
2026,    8639
2027,    8470
2028,    8110
2029,    7917
2030,    7676
2031,    7573
