    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/25,16:50:37
MCA Data File,200225 HPGe A N2 piled up 24 pieces.asc
 283,       0
 284,       0
 285,       0
 286,       0
 287,       0
 288,       0
 289,       0
 290,       0
 291,       0
 292,       0
 293,       0
 294,       0
 295,       0
 296,       0
 297,       0
 298,       0
 299,       0
 300,       0
 301,       0
 302,       0
 303,       0
 304,       0
 305,       0
 306,       0
 307,       0
 308,       0
 309,       0
 310,       0
 311,       0
 312,       0
 313,       0
 314,       0
 315,       0
 316,       0
 317,       0
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,    3965
 512,  304392
 513,  366493
 514,  357598
 515,  355072
 516,  348831
 517,  343235
 518,  338374
 519,  333063
 520,  330104
 521,  326897
 522,  323727
 523,  321064
 524,  318524
 525,  315652
 526,  313010
 527,  311389
 528,  311863
 529,  317695
 530,  327197
 531,  322916
 532,  311002
 533,  302715
 534,  298629
 535,  297052
 536,  294871
 537,  292989
 538,  291327
 539,  290481
 540,  288754
 541,  286642
 542,  284164
 543,  284342
 544,  282548
 545,  281110
 546,  280127
 547,  278601
 548,  277694
 549,  275969
 550,  275538
 551,  273567
 552,  273993
 553,  271861
 554,  269165
 555,  268840
 556,  267328
 557,  266347
 558,  265113
 559,  264122
 560,  262805
 561,  262474
 562,  260642
 563,  260123
 564,  258692
 565,  257892
 566,  256644
 567,  257513
 568,  255749
 569,  254008
 570,  252585
 571,  251745
 572,  251646
 573,  250329
 574,  249076
 575,  249579
 576,  248711
 577,  246255
 578,  245678
 579,  244980
 580,  244213
 581,  241940
 582,  242077
 583,  241196
 584,  239993
 585,  240184
 586,  238339
 587,  237968
 588,  236666
 589,  236196
 590,  234625
 591,  233805
 592,  232780
 593,  231988
 594,  231416
 595,  229593
 596,  229853
 597,  228752
 598,  227215
 599,  227152
 600,  225332
 601,  225569
 602,  223913
 603,  223690
 604,  223685
 605,  222760
 606,  221725
 607,  220870
 608,  218620
 609,  218922
 610,  218209
 611,  216740
 612,  215696
 613,  216229
 614,  214076
 615,  214042
 616,  212683
 617,  212960
 618,  211831
 619,  211563
 620,  211669
 621,  210525
 622,  209640
 623,  208943
 624,  207259
 625,  207489
 626,  206781
 627,  206634
 628,  205695
 629,  205221
 630,  205183
 631,  203513
 632,  203105
 633,  202879
 634,  202462
 635,  201564
 636,  202447
 637,  201496
 638,  200356
 639,  200630
 640,  200392
 641,  199768
 642,  199585
 643,  198837
 644,  198680
 645,  198572
 646,  198045
 647,  198046
 648,  196750
 649,  196785
 650,  196966
 651,  195679
 652,  195053
 653,  196649
 654,  195527
 655,  194481
 656,  194158
 657,  195002
 658,  194843
 659,  194058
 660,  194269
 661,  193379
 662,  193055
 663,  193488
 664,  192817
 665,  193277
 666,  193017
 667,  193196
 668,  191512
 669,  191733
 670,  192987
 671,  191367
 672,  191381
 673,  190536
 674,  189551
 675,  191298
 676,  189428
 677,  190362
 678,  190609
 679,  190468
 680,  189683
 681,  188732
 682,  189381
 683,  188381
 684,  189036
 685,  188337
 686,  187294
 687,  188445
 688,  187867
 689,  187968
 690,  187471
 691,  186763
 692,  187941
 693,  187070
 694,  187210
 695,  187312
 696,  186262
 697,  186789
 698,  185651
 699,  186398
 700,  186155
 701,  186964
 702,  187354
 703,  188094
 704,  188005
 705,  187440
 706,  185498
 707,  185410
 708,  185906
 709,  185622
 710,  185847
 711,  185207
 712,  185360
 713,  185897
 714,  185462
 715,  184962
 716,  185825
 717,  185984
 718,  185617
 719,  185664
 720,  186443
 721,  185583
 722,  184987
 723,  186030
 724,  185841
 725,  186686
 726,  186433
 727,  186085
 728,  186761
 729,  186827
 730,  186717
 731,  186808
 732,  187490
 733,  187582
 734,  188229
 735,  187893
 736,  188569
 737,  189621
 738,  189768
 739,  189197
 740,  190166
 741,  190461
 742,  189757
 743,  190753
 744,  191636
 745,  191774
 746,  192911
 747,  192209
 748,  192980
 749,  193381
 750,  193964
 751,  194423
 752,  194146
 753,  195304
 754,  194949
 755,  195464
 756,  195839
 757,  197566
 758,  197348
 759,  197370
 760,  199117
 761,  198888
 762,  198676
 763,  199659
 764,  199912
 765,  201349
 766,  202647
 767,  204466
 768,  209303
 769,  214855
 770,  227507
 771,  253691
 772,  315508
 773,  466769
 774,  833738
 775, 1633049
 776, 3072789
 777, 4967162
 778, 6522137
 779, 6811080
 780, 5634164
 781, 3710795
 782, 2022965
 783, 1004970
 784,  532568
 785,  337254
 786,  247750
 787,  201892
 788,  175359
 789,  157744
 790,  143381
 791,  134755
 792,  126495
 793,  119970
 794,  114726
 795,  110704
 796,  106331
 797,  103838
 798,  101121
 799,   98023
 800,   95970
 801,   93683
 802,   91589
 803,   90348
 804,   89130
 805,   87743
 806,   86385
 807,   85555
 808,   84671
 809,   84351
 810,   83162
 811,   82360
 812,   81757
 813,   81318
 814,   79956
 815,   79404
 816,   78905
 817,   78547
 818,   78435
 819,   77569
 820,   77497
 821,   77341
 822,   76392
 823,   76549
 824,   75912
 825,   75823
 826,   74960
 827,   74727
 828,   74617
 829,   74821
 830,   74464
 831,   74017
 832,   74038
 833,   73071
 834,   73682
 835,   72939
 836,   72737
 837,   72767
 838,   72430
 839,   72251
 840,   72523
 841,   71734
 842,   72144
 843,   71733
 844,   71905
 845,   71439
 846,   71089
 847,   70888
 848,   70313
 849,   70472
 850,   70287
 851,   70071
 852,   70318
 853,   69984
 854,   70003
 855,   69672
 856,   69876
 857,   69659
 858,   69525
 859,   70109
 860,   69029
 861,   69638
 862,   68751
 863,   68870
 864,   68852
 865,   69051
 866,   68688
 867,   68575
 868,   68642
 869,   68166
 870,   68357
 871,   67988
 872,   68440
 873,   68025
 874,   67984
 875,   68068
 876,   67713
 877,   67599
 878,   67511
 879,   67291
 880,   67716
 881,   67201
 882,   67361
 883,   67150
 884,   66952
 885,   67478
 886,   67315
 887,   67555
 888,   68393
 889,   69993
 890,   74880
 891,   79000
 892,   77907
 893,   72066
 894,   67915
 895,   66175
 896,   66009
 897,   66297
 898,   66074
 899,   65539
 900,   66037
 901,   66009
 902,   65585
 903,   65729
 904,   65869
 905,   65330
 906,   65679
 907,   65233
 908,   65476
 909,   65578
 910,   65159
 911,   64804
 912,   64948
 913,   64778
 914,   64886
 915,   64717
 916,   65071
 917,   64875
 918,   64473
 919,   64722
 920,   64348
 921,   64857
 922,   64688
 923,   64816
 924,   64718
 925,   64455
 926,   64355
 927,   64595
 928,   64908
 929,   66424
 930,   71421
 931,   78543
 932,   83703
 933,   80344
 934,   71393
 935,   65800
 936,   64605
 937,   63576
 938,   63908
 939,   63819
 940,   63975
 941,   63090
 942,   63676
 943,   63287
 944,   63752
 945,   63165
 946,   63398
 947,   63201
 948,   63285
 949,   62984
 950,   62930
 951,   63096
 952,   63123
 953,   63268
 954,   63005
 955,   62853
 956,   62797
 957,   62414
 958,   62954
 959,   62627
 960,   62666
 961,   62564
 962,   62791
 963,   62621
 964,   62259
 965,   62281
 966,   61646
 967,   62274
 968,   62938
 969,   62254
 970,   62129
 971,   62727
 972,   62288
 973,   62120
 974,   62371
 975,   61920
 976,   62168
 977,   62502
 978,   62324
 979,   62210
 980,   62076
 981,   61859
 982,   61598
 983,   61851
 984,   62086
 985,   62089
 986,   61942
 987,   61710
 988,   61978
 989,   62203
 990,   61709
 991,   61219
 992,   61747
 993,   61699
 994,   61462
 995,   61717
 996,   61615
 997,   61419
 998,   61251
 999,   61528
1000,   61494
1001,   61884
1002,   61113
1003,   61415
1004,   61219
1005,   61873
1006,   61054
1007,   61956
1008,   61051
1009,   60942
1010,   61224
1011,   60652
1012,   60722
1013,   61485
1014,   61534
1015,   61404
1016,   61428
1017,   61014
1018,   60992
1019,   61715
1020,   61655
1021,   61030
1022,   61223
1023,   60601
1024,   60589
1025,   60588
1026,   60146
1027,   60869
1028,   60362
1029,   61039
1030,   60361
1031,   60651
1032,   60556
1033,   60402
1034,   60168
1035,   60684
1036,   60546
1037,   60312
1038,   60492
1039,   61036
1040,   60431
1041,   60618
1042,   60144
1043,   60401
1044,   60286
1045,   60469
1046,   60658
1047,   60898
1048,   60437
1049,   60424
1050,   60657
1051,   60500
1052,   60095
1053,   60390
1054,   60320
1055,   60839
1056,   60058
1057,   60447
1058,   59748
1059,   60038
1060,   60385
1061,   60468
1062,   60252
1063,   60270
1064,   60210
1065,   59789
1066,   60488
1067,   60368
1068,   60125
1069,   60140
1070,   59997
1071,   60064
1072,   59725
1073,   59898
1074,   60213
1075,   60279
1076,   60247
1077,   60431
1078,   60204
1079,   60107
1080,   60571
1081,   60020
1082,   60060
1083,   60169
1084,   60146
1085,   59803
1086,   59685
1087,   60355
1088,   59427
1089,   60134
1090,   59795
1091,   60121
1092,   60203
1093,   59967
1094,   60045
1095,   59806
1096,   59759
1097,   59995
1098,   59794
1099,   59864
1100,   59381
1101,   59556
1102,   59614
1103,   59985
1104,   60033
1105,   60272
1106,   59472
1107,   59874
1108,   60278
1109,   59305
1110,   59435
1111,   59706
1112,   59616
1113,   59695
1114,   60825
1115,   61419
1116,   62294
1117,   62270
1118,   60823
1119,   60404
1120,   59661
1121,   59334
1122,   59760
1123,   59861
1124,   59332
1125,   59677
1126,   59302
1127,   59934
1128,   59641
1129,   59715
1130,   59460
1131,   59582
1132,   59611
1133,   59418
1134,   59550
1135,   59603
1136,   59641
1137,   59526
1138,   59448
1139,   59761
1140,   59798
1141,   59842
1142,   59434
1143,   59660
1144,   59272
1145,   59305
1146,   59167
1147,   59764
1148,   59643
1149,   59570
1150,   59530
1151,   60097
1152,   59296
1153,   59430
1154,   60077
1155,   60151
1156,   59866
1157,   59805
1158,   59740
1159,   59874
1160,   59874
1161,   59891
1162,   59721
1163,   59310
1164,   59511
1165,   59740
1166,   59699
1167,   60044
1168,   59863
1169,   60466
1170,   61945
1171,   62988
1172,   64570
1173,   65293
1174,   64645
1175,   62682
1176,   62109
1177,   61138
1178,   60884
1179,   61167
1180,   61681
1181,   61558
1182,   61543
1183,   60305
1184,   59547
1185,   60495
1186,   60399
1187,   60481
1188,   59860
1189,   59751
1190,   60001
1191,   59615
1192,   60212
1193,   59857
1194,   60038
1195,   59597
1196,   59509
1197,   59581
1198,   59851
1199,   59995
1200,   59519
1201,   60146
1202,   60243
1203,   60332
1204,   59867
1205,   60453
1206,   60211
1207,   60750
1208,   60195
1209,   60542
1210,   60184
1211,   59961
1212,   60275
1213,   60096
1214,   59962
1215,   59817
1216,   60100
1217,   60169
1218,   60217
1219,   60803
1220,   60588
1221,   61122
1222,   61294
1223,   61200
1224,   60658
1225,   60675
1226,   60142
1227,   60428
1228,   60375
1229,   60099
1230,   60058
1231,   60668
1232,   60464
1233,   60289
1234,   60214
1235,   60360
1236,   60494
1237,   60482
1238,   60308
1239,   60766
1240,   60792
1241,   60232
1242,   60363
1243,   60289
1244,   60416
1245,   60253
1246,   60488
1247,   60332
1248,   60526
1249,   60339
1250,   60372
1251,   60265
1252,   60211
1253,   60421
1254,   61010
1255,   60205
1256,   60882
1257,   60580
1258,   60666
1259,   60492
1260,   60640
1261,   60606
1262,   60967
1263,   61021
1264,   60502
1265,   60855
1266,   60696
1267,   61350
1268,   60921
1269,   60855
1270,   60837
1271,   61014
1272,   60833
1273,   61070
1274,   61000
1275,   61286
1276,   61244
1277,   61016
1278,   61493
1279,   61484
1280,   61019
1281,   61513
1282,   60889
1283,   61388
1284,   61628
1285,   61954
1286,   61701
1287,   61320
1288,   61188
1289,   61697
1290,   61770
1291,   61709
1292,   62337
1293,   61816
1294,   61410
1295,   62136
1296,   61719
1297,   61458
1298,   61908
1299,   61472
1300,   61221
1301,   61395
1302,   61782
1303,   61828
1304,   61682
1305,   62070
1306,   62131
1307,   61798
1308,   61809
1309,   62295
1310,   61844
1311,   62177
1312,   62142
1313,   62763
1314,   61943
1315,   62641
1316,   62124
1317,   62177
1318,   62427
1319,   62336
1320,   62724
1321,   62592
1322,   62618
1323,   63326
1324,   64295
1325,   64032
1326,   63452
1327,   62764
1328,   62753
1329,   62963
1330,   62723
1331,   62986
1332,   63062
1333,   62180
1334,   62848
1335,   62901
1336,   62975
1337,   63085
1338,   63113
1339,   62422
1340,   63197
1341,   63508
1342,   63141
1343,   63572
1344,   63419
1345,   63496
1346,   63759
1347,   63513
1348,   63486
1349,   63748
1350,   63407
1351,   63818
1352,   63935
1353,   63644
1354,   63489
1355,   64256
1356,   64011
1357,   63844
1358,   63852
1359,   64766
1360,   64382
1361,   64393
1362,   64080
1363,   64218
1364,   64079
1365,   64673
1366,   64210
1367,   64414
1368,   64922
1369,   64360
1370,   64544
1371,   64987
1372,   64544
1373,   64841
1374,   64989
1375,   64979
1376,   65445
1377,   65120
1378,   65410
1379,   64841
1380,   65192
1381,   65476
1382,   65406
1383,   65631
1384,   65595
1385,   65606
1386,   65195
1387,   65950
1388,   66174
1389,   65838
1390,   65834
1391,   66263
1392,   66181
1393,   66065
1394,   65723
1395,   66281
1396,   66561
1397,   66748
1398,   66718
1399,   66692
1400,   68263
1401,   69895
1402,   72517
1403,   74944
1404,   74734
1405,   71635
1406,   69002
1407,   67633
1408,   66529
1409,   67394
1410,   66816
1411,   67382
1412,   67628
1413,   67182
1414,   67478
1415,   67927
1416,   67518
1417,   67745
1418,   67287
1419,   68019
1420,   68100
1421,   68270
1422,   68009
1423,   68032
1424,   68251
1425,   68397
1426,   68493
1427,   68150
1428,   68378
1429,   68582
1430,   68183
1431,   68777
1432,   68507
1433,   69272
1434,   69046
1435,   69677
1436,   69457
1437,   69745
1438,   69972
1439,   70036
1440,   70677
1441,   70065
1442,   69690
1443,   69452
1444,   69672
1445,   70189
1446,   70060
1447,   70336
1448,   69809
1449,   70527
1450,   70515
1451,   70554
1452,   70540
1453,   70671
1454,   70872
1455,   70696
1456,   71186
1457,   71184
1458,   70975
1459,   71549
1460,   71481
1461,   71424
1462,   71917
1463,   71954
1464,   71830
1465,   72364
1466,   72175
1467,   72118
1468,   72092
1469,   71921
1470,   72183
1471,   71825
1472,   72264
1473,   72685
1474,   73084
1475,   72530
1476,   73185
1477,   73088
1478,   73445
1479,   73698
1480,   73055
1481,   73523
1482,   73370
1483,   73921
1484,   74103
1485,   74597
1486,   75476
1487,   76023
1488,   75134
1489,   76260
1490,   75539
1491,   76232
1492,   78138
1493,   79102
1494,   79511
1495,   78233
1496,   76660
1497,   75577
1498,   75656
1499,   75417
1500,   75232
1501,   75570
1502,   75544
1503,   75336
1504,   75898
1505,   76225
1506,   76445
1507,   76641
1508,   75775
1509,   76670
1510,   76443
1511,   76348
1512,   76792
1513,   76986
1514,   77180
1515,   77269
1516,   77256
1517,   77554
1518,   77510
1519,   77785
1520,   77685
1521,   78173
1522,   78505
1523,   78387
1524,   78222
1525,   78873
1526,   78381
1527,   78516
1528,   79049
1529,   78990
1530,   79541
1531,   79540
1532,   79417
1533,   79424
1534,   79520
1535,   79306
1536,   79449
1537,   80138
1538,   80442
1539,   80193
1540,   80677
1541,   80497
1542,   80688
1543,   80485
1544,   81883
1545,   81048
1546,   81442
1547,   81284
1548,   81534
1549,   81923
1550,   81790
1551,   81690
1552,   82287
1553,   82262
1554,   82844
1555,   82282
1556,   82481
1557,   82621
1558,   83002
1559,   83278
1560,   83755
1561,   83411
1562,   83446
1563,   83748
1564,   83775
1565,   84432
1566,   83847
1567,   83629
1568,   84593
1569,   84750
1570,   84609
1571,   84821
1572,   84792
1573,   85270
1574,   85781
1575,   85800
1576,   86105
1577,   85395
1578,   85584
1579,   86207
1580,   85570
1581,   85762
1582,   85569
1583,   86119
1584,   85940
1585,   86099
1586,   86428
1587,   86007
1588,   86473
1589,   86790
1590,   86809
1591,   87155
1592,   87127
1593,   87592
1594,   87412
1595,   87562
1596,   87546
1597,   87524
1598,   87913
1599,   87727
1600,   87868
1601,   88156
1602,   88016
1603,   87873
1604,   88266
1605,   87658
1606,   88607
1607,   87547
1608,   87571
1609,   88129
1610,   88028
1611,   88036
1612,   87989
1613,   88842
1614,   88080
1615,   87887
1616,   88355
1617,   87942
1618,   87857
1619,   88293
1620,   87764
1621,   87440
1622,   87136
1623,   87333
1624,   87576
1625,   86919
1626,   86248
1627,   85767
1628,   85246
1629,   85503
1630,   84393
1631,   83314
1632,   82849
1633,   81512
1634,   80972
1635,   80001
1636,   78786
1637,   76619
1638,   75134
1639,   73517
1640,   71961
1641,   70011
1642,   68628
1643,   67890
1644,   66720
1645,   65439
1646,   64420
1647,   64245
1648,   63129
1649,   62472
1650,   61802
1651,   61602
1652,   60500
1653,   59971
1654,   59728
1655,   59129
1656,   58824
1657,   58902
1658,   57917
1659,   57594
1660,   57706
1661,   57567
1662,   57265
1663,   56802
1664,   56777
1665,   56120
1666,   55831
1667,   55810
1668,   55343
1669,   54945
1670,   55093
1671,   54399
1672,   54151
1673,   53973
1674,   53943
1675,   53963
1676,   53612
1677,   53434
1678,   53236
1679,   52663
1680,   52991
1681,   52583
1682,   52157
1683,   51695
1684,   52039
1685,   52165
1686,   51679
1687,   51593
1688,   51317
1689,   50908
1690,   50784
1691,   50591
1692,   50094
1693,   50155
1694,   50191
1695,   49545
1696,   49773
1697,   49600
1698,   49623
1699,   48882
1700,   49079
1701,   48689
1702,   48739
1703,   48634
1704,   48696
1705,   47833
1706,   48024
1707,   47385
1708,   47433
1709,   47203
1710,   47113
1711,   47315
1712,   46876
1713,   46528
1714,   46327
1715,   46146
1716,   46241
1717,   45611
1718,   45466
1719,   45538
1720,   45385
1721,   45342
1722,   45020
1723,   44707
1724,   44454
1725,   44780
1726,   44693
1727,   45893
1728,   46858
1729,   47694
1730,   47445
1731,   46474
1732,   44012
1733,   43509
1734,   42342
1735,   42596
1736,   42094
1737,   41607
1738,   41050
1739,   41544
1740,   41147
1741,   40927
1742,   40924
1743,   40099
1744,   40125
1745,   39791
1746,   39571
1747,   39294
1748,   39077
1749,   38872
1750,   38686
1751,   38627
1752,   38456
1753,   37843
1754,   37437
1755,   37036
1756,   37167
1757,   36643
1758,   36452
1759,   36425
1760,   36072
1761,   35786
1762,   35666
1763,   35279
1764,   34931
1765,   34844
1766,   34330
1767,   34135
1768,   33968
1769,   33688
1770,   33503
1771,   32996
1772,   32984
1773,   32588
1774,   32131
1775,   31783
1776,   31596
1777,   31559
1778,   31062
1779,   31148
1780,   30854
1781,   30276
1782,   30476
1783,   30599
1784,   30240
1785,   29753
1786,   29132
1787,   29011
1788,   28621
1789,   28327
1790,   27995
1791,   27607
1792,   27613
1793,   27697
1794,   27286
1795,   26902
1796,   27017
1797,   26659
1798,   26566
1799,   26553
1800,   25852
1801,   25972
1802,   25986
1803,   25529
1804,   25727
1805,   25335
1806,   25290
1807,   25161
1808,   24969
1809,   25104
1810,   24920
1811,   24929
1812,   25105
1813,   24907
1814,   24396
1815,   24127
1816,   24202
1817,   23719
1818,   23631
1819,   23161
1820,   23141
1821,   23203
1822,   23237
1823,   23025
1824,   22880
1825,   22794
1826,   22661
1827,   22542
1828,   22546
1829,   22107
1830,   22034
1831,   21884
1832,   22003
1833,   21963
1834,   21765
1835,   21528
1836,   21489
1837,   21633
1838,   21465
1839,   21322
1840,   21346
1841,   21203
1842,   21228
1843,   21373
1844,   20994
1845,   20873
1846,   20869
1847,   21016
1848,   20921
1849,   20972
1850,   20556
1851,   20472
1852,   20690
1853,   20505
1854,   20664
1855,   20632
1856,   20682
1857,   20678
1858,   20352
1859,   20508
1860,   20324
1861,   20540
1862,   20552
1863,   20666
1864,   20489
1865,   20630
1866,   20593
1867,   20835
1868,   20534
1869,   20492
1870,   20632
1871,   20354
1872,   20379
1873,   20291
1874,   20144
1875,   20316
1876,   20261
1877,   20324
1878,   20595
1879,   20291
1880,   20564
1881,   20393
1882,   20173
1883,   20177
1884,   20212
1885,   20273
1886,   20341
1887,   20278
1888,   20221
1889,   19749
1890,   20207
1891,   20437
1892,   20099
1893,   20065
1894,   19744
1895,   19933
1896,   20280
1897,   20192
1898,   19993
1899,   20045
1900,   20214
1901,   20211
1902,   20036
1903,   20144
1904,   19956
1905,   20162
1906,   19840
1907,   20256
1908,   19780
1909,   20495
1910,   20644
1911,   20603
1912,   21153
1913,   21512
1914,   21527
1915,   21353
1916,   20759
1917,   20397
1918,   20431
1919,   20234
1920,   20295
1921,   20470
1922,   20315
1923,   20240
1924,   20488
1925,   20664
1926,   20553
1927,   20460
1928,   20769
1929,   20808
1930,   20741
1931,   20838
1932,   20866
1933,   21181
1934,   21358
1935,   21318
1936,   21611
1937,   21886
1938,   22104
1939,   22047
1940,   22455
1941,   22611
1942,   22869
1943,   23272
1944,   23248
1945,   23425
1946,   23462
1947,   24104
1948,   24563
1949,   25074
1950,   25412
1951,   26013
1952,   26705
1953,   27385
1954,   27633
1955,   28516
1956,   29491
1957,   30569
1958,   31907
1959,   34312
1960,   37954
1961,   43524
1962,   54501
1963,   75136
1964,  113874
1965,  188017
1966,  338098
1967,  638116
1968, 1204671
1969, 2019069
1970, 2703607
1971, 2701310
1972, 1953365
1973, 1030207
1974,  420984
1975,  164792
1976,   85388
1977,   61312
1978,   49332
1979,   42170
1980,   36826
1981,   32133
1982,   28491
1983,   25397
1984,   23137
1985,   21005
1986,   19225
1987,   17927
1988,   16783
1989,   15676
1990,   14593
1991,   13901
1992,   13240
1993,   12567
1994,   11793
1995,   11374
1996,   10819
1997,   10466
1998,    9968
1999,    9670
2000,    9280
2001,    9018
2002,    8886
2003,    8599
2004,    8256
2005,    8101
2006,    7959
2007,    7698
2008,    7428
2009,    7284
2010,    7179
2011,    6995
2012,    6735
2013,    6795
2014,    6662
2015,    6653
2016,    6337
2017,    6329
2018,    6335
2019,    6118
2020,    6019
2021,    5901
2022,    5949
2023,    5791
2024,    5819
2025,    5751
2026,    5604
2027,    5666
2028,    5550
2029,    5385
2030,    5372
