    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/05,17:15:22
MCA Data File,200205 HPGe B N2 2 us.asc
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,       0
 512,       0
 513,       0
 514,       0
 515,       0
 516,     598
 517,  458385
 518,  756841
 519,  748481
 520,  741464
 521,  726343
 522,  712893
 523,  699587
 524,  686129
 525,  674204
 526,  663169
 527,  654290
 528,  643847
 529,  638012
 530,  629220
 531,  622403
 532,  616888
 533,  610089
 534,  606102
 535,  601988
 536,  596309
 537,  595318
 538,  595220
 539,  605591
 540,  612339
 541,  602542
 542,  586600
 543,  577575
 544,  570596
 545,  567380
 546,  562400
 547,  559524
 548,  556534
 549,  555844
 550,  551440
 551,  549812
 552,  546184
 553,  544818
 554,  540925
 555,  540860
 556,  537126
 557,  534444
 558,  530730
 559,  530206
 560,  525741
 561,  524611
 562,  520184
 563,  519186
 564,  515763
 565,  514643
 566,  510648
 567,  508955
 568,  507243
 569,  505606
 570,  502197
 571,  500244
 572,  497891
 573,  496649
 574,  493855
 575,  491560
 576,  488488
 577,  486352
 578,  483923
 579,  481218
 580,  479005
 581,  477221
 582,  475144
 583,  472910
 584,  469795
 585,  468878
 586,  467029
 587,  464380
 588,  462179
 589,  459936
 590,  458296
 591,  456451
 592,  454791
 593,  451869
 594,  450046
 595,  446857
 596,  445881
 597,  444472
 598,  441794
 599,  439845
 600,  437503
 601,  435455
 602,  434108
 603,  431160
 604,  428924
 605,  426586
 606,  424699
 607,  422306
 608,  421593
 609,  418024
 610,  416589
 611,  414317
 612,  412536
 613,  413412
 614,  408591
 615,  407279
 616,  404416
 617,  404130
 618,  400482
 619,  398789
 620,  397726
 621,  395696
 622,  393073
 623,  391516
 624,  390319
 625,  388144
 626,  385766
 627,  383714
 628,  381517
 629,  379564
 630,  379095
 631,  379763
 632,  375304
 633,  374380
 634,  373355
 635,  372204
 636,  370223
 637,  369554
 638,  367477
 639,  366906
 640,  365996
 641,  365353
 642,  365143
 643,  363123
 644,  362185
 645,  360982
 646,  359553
 647,  357437
 648,  358113
 649,  357490
 650,  356668
 651,  356589
 652,  355407
 653,  355425
 654,  353429
 655,  353335
 656,  352914
 657,  351503
 658,  350634
 659,  350698
 660,  349903
 661,  350446
 662,  348259
 663,  348258
 664,  348005
 665,  348132
 666,  346291
 667,  345674
 668,  344967
 669,  345957
 670,  343160
 671,  344406
 672,  344845
 673,  343259
 674,  342539
 675,  342498
 676,  342092
 677,  341221
 678,  340838
 679,  339317
 680,  338145
 681,  339375
 682,  337424
 683,  336841
 684,  336337
 685,  335471
 686,  334688
 687,  334941
 688,  333117
 689,  332617
 690,  332035
 691,  331292
 692,  331495
 693,  329781
 694,  329380
 695,  329320
 696,  327789
 697,  327076
 698,  326393
 699,  327157
 700,  325369
 701,  325844
 702,  323584
 703,  324262
 704,  323262
 705,  322548
 706,  321791
 707,  321862
 708,  321557
 709,  320345
 710,  318194
 711,  319953
 712,  318956
 713,  319225
 714,  319392
 715,  319634
 716,  318531
 717,  315952
 718,  315166
 719,  313859
 720,  313550
 721,  314120
 722,  312881
 723,  312752
 724,  312479
 725,  312769
 726,  310047
 727,  310572
 728,  311326
 729,  310037
 730,  309068
 731,  308613
 732,  307729
 733,  307596
 734,  306705
 735,  305821
 736,  307093
 737,  306007
 738,  304794
 739,  305246
 740,  303812
 741,  304625
 742,  303637
 743,  303225
 744,  302081
 745,  302471
 746,  302553
 747,  301180
 748,  301062
 749,  299082
 750,  300763
 751,  299797
 752,  301739
 753,  299282
 754,  298798
 755,  298849
 756,  298132
 757,  298186
 758,  297440
 759,  297947
 760,  297680
 761,  298006
 762,  296392
 763,  296764
 764,  297944
 765,  297500
 766,  297885
 767,  297073
 768,  297995
 769,  299804
 770,  298411
 771,  298827
 772,  299212
 773,  299271
 774,  298793
 775,  299854
 776,  302282
 777,  303656
 778,  306636
 779,  312292
 780,  322106
 781,  339107
 782,  373793
 783,  444181
 784,  599149
 785,  971689
 786, 1893106
 787, 3939643
 788, 7335502
 789,11051191
 790,13099958
 791,12307129
 792, 9104677
 793, 5400422
 794, 2720005
 795, 1379640
 796,  818655
 797,  571677
 798,  441745
 799,  368016
 800,  319515
 801,  288372
 802,  264482
 803,  246783
 804,  232643
 805,  221070
 806,  211120
 807,  203043
 808,  195415
 809,  190457
 810,  185664
 811,  181201
 812,  176273
 813,  172571
 814,  169500
 815,  166461
 816,  163768
 817,  161658
 818,  159049
 819,  157789
 820,  155360
 821,  153994
 822,  151335
 823,  150882
 824,  149288
 825,  148485
 826,  146753
 827,  146923
 828,  145072
 829,  144248
 830,  143672
 831,  142325
 832,  142015
 833,  140467
 834,  139924
 835,  139616
 836,  138873
 837,  138418
 838,  137710
 839,  137007
 840,  136485
 841,  136093
 842,  134982
 843,  135291
 844,  134842
 845,  133731
 846,  133379
 847,  133305
 848,  132142
 849,  131879
 850,  132466
 851,  131363
 852,  130951
 853,  130857
 854,  130256
 855,  130273
 856,  130099
 857,  129339
 858,  128674
 859,  129544
 860,  128931
 861,  128640
 862,  128613
 863,  127693
 864,  128067
 865,  127254
 866,  126581
 867,  127632
 868,  126991
 869,  127218
 870,  127086
 871,  126872
 872,  126280
 873,  125270
 874,  124796
 875,  124932
 876,  124982
 877,  124750
 878,  124979
 879,  124803
 880,  124198
 881,  124613
 882,  123604
 883,  122693
 884,  122842
 885,  122323
 886,  122792
 887,  122462
 888,  122247
 889,  121698
 890,  122116
 891,  122144
 892,  121530
 893,  121508
 894,  121037
 895,  121486
 896,  120562
 897,  121147
 898,  121334
 899,  121462
 900,  121776
 901,  124209
 902,  129223
 903,  136895
 904,  138508
 905,  131879
 906,  124227
 907,  120882
 908,  120439
 909,  120030
 910,  119074
 911,  119102
 912,  118441
 913,  118775
 914,  118829
 915,  118941
 916,  118827
 917,  119099
 918,  118652
 919,  118254
 920,  118318
 921,  118262
 922,  118087
 923,  117775
 924,  118079
 925,  117460
 926,  117818
 927,  117716
 928,  117739
 929,  117225
 930,  116969
 931,  117500
 932,  116939
 933,  116777
 934,  116270
 935,  117019
 936,  116687
 937,  116268
 938,  116634
 939,  115928
 940,  116618
 941,  117707
 942,  121243
 943,  129250
 944,  141311
 945,  144324
 946,  133580
 947,  122962
 948,  117674
 949,  116428
 950,  115844
 951,  115344
 952,  115483
 953,  115820
 954,  115550
 955,  114796
 956,  114645
 957,  115008
 958,  114772
 959,  114485
 960,  114829
 961,  114439
 962,  114443
 963,  114452
 964,  114258
 965,  114260
 966,  113343
 967,  114121
 968,  114395
 969,  113799
 970,  113548
 971,  113922
 972,  113297
 973,  112798
 974,  112937
 975,  113141
 976,  114072
 977,  113234
 978,  113726
 979,  112736
 980,  113275
 981,  113496
 982,  113023
 983,  112796
 984,  112819
 985,  112735
 986,  113003
 987,  112288
 988,  112407
 989,  113118
 990,  113052
 991,  112419
 992,  112033
 993,  112085
 994,  112319
 995,  112087
 996,  112236
 997,  111807
 998,  111753
 999,  112083
1000,  112115
1001,  111833
1002,  111600
1003,  111735
1004,  112263
1005,  112395
1006,  111726
1007,  111993
1008,  111193
1009,  111749
1010,  110203
1011,  111217
1012,  111157
1013,  111708
1014,  110834
1015,  111627
1016,  111108
1017,  110507
1018,  111026
1019,  110959
1020,  110818
1021,  110483
1022,  110302
1023,  111282
1024,  109883
1025,  110727
1026,  110570
1027,  110763
1028,  110106
1029,  110535
1030,  110664
1031,  111085
1032,  111205
1033,  110794
1034,  111193
1035,  110589
1036,  109577
1037,  110174
1038,  110063
1039,  110004
1040,  109732
1041,  110388
1042,  110202
1043,  110137
1044,  109757
1045,  110203
1046,  109772
1047,  110061
1048,  109848
1049,  109507
1050,  110068
1051,  109327
1052,  109725
1053,  109726
1054,  109520
1055,  110199
1056,  109843
1057,  109237
1058,  109960
1059,  109376
1060,  109606
1061,  109857
1062,  109686
1063,  109305
1064,  108699
1065,  108960
1066,  109165
1067,  108886
1068,  108512
1069,  108925
1070,  108988
1071,  108833
1072,  108674
1073,  109276
1074,  108403
1075,  108525
1076,  108334
1077,  108603
1078,  108585
1079,  108229
1080,  108298
1081,  109157
1082,  107864
1083,  108640
1084,  109014
1085,  108185
1086,  108413
1087,  108295
1088,  108069
1089,  108498
1090,  107664
1091,  108467
1092,  108094
1093,  108097
1094,  108105
1095,  108033
1096,  108265
1097,  108239
1098,  107358
1099,  107764
1100,  107654
1101,  108094
1102,  107856
1103,  107522
1104,  107626
1105,  107966
1106,  107296
1107,  107564
1108,  107434
1109,  107566
1110,  106987
1111,  107652
1112,  107206
1113,  107829
1114,  106981
1115,  107392
1116,  106686
1117,  107134
1118,  107491
1119,  107655
1120,  107181
1121,  107240
1122,  107504
1123,  107254
1124,  107575
1125,  106829
1126,  107230
1127,  107666
1128,  108352
1129,  109257
1130,  110498
1131,  109933
1132,  108624
1133,  107974
1134,  107041
1135,  107011
1136,  106692
1137,  106939
1138,  106847
1139,  107488
1140,  106804
1141,  106651
1142,  106548
1143,  106305
1144,  106074
1145,  106645
1146,  106422
1147,  106625
1148,  106458
1149,  106105
1150,  106870
1151,  106797
1152,  106245
1153,  106362
1154,  106409
1155,  106600
1156,  106799
1157,  106560
1158,  106324
1159,  106690
1160,  106220
1161,  106358
1162,  106467
1163,  106334
1164,  106544
1165,  106498
1166,  106257
1167,  107114
1168,  106359
1169,  106505
1170,  106188
1171,  106377
1172,  107129
1173,  107418
1174,  107183
1175,  107975
1176,  107023
1177,  106914
1178,  105996
1179,  107050
1180,  107175
1181,  108064
1182,  107611
1183,  107490
1184,  109026
1185,  112299
1186,  114226
1187,  116578
1188,  116473
1189,  113900
1190,  111300
1191,  109307
1192,  108653
1193,  108781
1194,  109269
1195,  109441
1196,  108991
1197,  108119
1198,  107396
1199,  107218
1200,  107340
1201,  107686
1202,  107510
1203,  106999
1204,  107224
1205,  106112
1206,  106680
1207,  106722
1208,  106709
1209,  107318
1210,  107182
1211,  107417
1212,  106933
1213,  106636
1214,  107454
1215,  107646
1216,  107613
1217,  107400
1218,  107459
1219,  107520
1220,  107962
1221,  108492
1222,  108230
1223,  108513
1224,  107979
1225,  106700
1226,  108025
1227,  107245
1228,  107395
1229,  106797
1230,  107236
1231,  107466
1232,  107441
1233,  108141
1234,  108148
1235,  109180
1236,  109418
1237,  109492
1238,  108409
1239,  107678
1240,  107381
1241,  107286
1242,  107647
1243,  107487
1244,  107386
1245,  107918
1246,  107821
1247,  108138
1248,  107675
1249,  107255
1250,  108193
1251,  108501
1252,  107678
1253,  108701
1254,  109055
1255,  108206
1256,  108378
1257,  108239
1258,  108040
1259,  108137
1260,  108575
1261,  108513
1262,  108520
1263,  108881
1264,  108327
1265,  108801
1266,  108010
1267,  108718
1268,  108090
1269,  109120
1270,  108159
1271,  108946
1272,  108458
1273,  108704
1274,  108357
1275,  109316
1276,  108648
1277,  109014
1278,  108709
1279,  108753
1280,  108259
1281,  109547
1282,  108543
1283,  108903
1284,  109402
1285,  109628
1286,  109136
1287,  109401
1288,  108846
1289,  109253
1290,  109337
1291,  109202
1292,  109737
1293,  110090
1294,  109760
1295,  109457
1296,  109881
1297,  110071
1298,  110035
1299,  110569
1300,  110673
1301,  111070
1302,  110680
1303,  111090
1304,  110460
1305,  110972
1306,  110651
1307,  110962
1308,  110700
1309,  110722
1310,  110449
1311,  111055
1312,  110024
1313,  110264
1314,  110541
1315,  111462
1316,  111421
1317,  110965
1318,  110952
1319,  110939
1320,  110800
1321,  111140
1322,  110773
1323,  110904
1324,  111490
1325,  111740
1326,  111607
1327,  111532
1328,  112132
1329,  112366
1330,  111664
1331,  111988
1332,  111904
1333,  112719
1334,  112168
1335,  112211
1336,  112394
1337,  113471
1338,  113645
1339,  115012
1340,  114712
1341,  114400
1342,  112829
1343,  112999
1344,  112846
1345,  112344
1346,  112954
1347,  113294
1348,  113347
1349,  113141
1350,  113026
1351,  113749
1352,  113080
1353,  113821
1354,  113010
1355,  114116
1356,  114297
1357,  114091
1358,  113545
1359,  114300
1360,  113528
1361,  114001
1362,  114128
1363,  115116
1364,  114573
1365,  113938
1366,  114485
1367,  114444
1368,  114919
1369,  114592
1370,  115318
1371,  114625
1372,  114675
1373,  114803
1374,  114956
1375,  115652
1376,  115511
1377,  115498
1378,  115532
1379,  115637
1380,  115837
1381,  116525
1382,  115837
1383,  116371
1384,  116129
1385,  116160
1386,  116834
1387,  115906
1388,  117127
1389,  117368
1390,  117270
1391,  117203
1392,  117982
1393,  117524
1394,  117778
1395,  116963
1396,  117302
1397,  117358
1398,  116955
1399,  117974
1400,  117491
1401,  117341
1402,  117998
1403,  118236
1404,  118690
1405,  118688
1406,  118893
1407,  119333
1408,  119029
1409,  119419
1410,  118804
1411,  119079
1412,  118912
1413,  119358
1414,  120120
1415,  120303
1416,  121706
1417,  123679
1418,  128843
1419,  132246
1420,  131007
1421,  127387
1422,  123548
1423,  121591
1424,  121254
1425,  120752
1426,  121402
1427,  121416
1428,  121647
1429,  121739
1430,  121663
1431,  122149
1432,  122048
1433,  123029
1434,  122573
1435,  122217
1436,  122329
1437,  123151
1438,  122722
1439,  122861
1440,  122789
1441,  123992
1442,  123984
1443,  123681
1444,  124255
1445,  123675
1446,  124793
1447,  124919
1448,  123934
1449,  125028
1450,  125285
1451,  124946
1452,  125383
1453,  125426
1454,  126651
1455,  126698
1456,  126805
1457,  127704
1458,  126287
1459,  126203
1460,  126554
1461,  126395
1462,  126787
1463,  127090
1464,  126897
1465,  127332
1466,  127662
1467,  128092
1468,  128116
1469,  127892
1470,  127322
1471,  128051
1472,  129216
1473,  129005
1474,  129687
1475,  129577
1476,  129544
1477,  130376
1478,  129527
1479,  131082
1480,  131262
1481,  130702
1482,  130812
1483,  130559
1484,  131426
1485,  131200
1486,  130677
1487,  131751
1488,  132264
1489,  132094
1490,  131995
1491,  131890
1492,  132602
1493,  132286
1494,  132883
1495,  133038
1496,  133207
1497,  132938
1498,  134283
1499,  134171
1500,  134524
1501,  135588
1502,  136510
1503,  137344
1504,  137147
1505,  136618
1506,  137000
1507,  137201
1508,  138869
1509,  142365
1510,  143167
1511,  142537
1512,  140826
1513,  138662
1514,  137903
1515,  138261
1516,  137616
1517,  138277
1518,  138272
1519,  138144
1520,  137886
1521,  138903
1522,  139211
1523,  139869
1524,  140366
1525,  140020
1526,  140498
1527,  140583
1528,  140505
1529,  140478
1530,  141060
1531,  141323
1532,  141830
1533,  142224
1534,  142077
1535,  142317
1536,  142978
1537,  143873
1538,  143126
1539,  143945
1540,  143783
1541,  144757
1542,  144454
1543,  145151
1544,  144856
1545,  144950
1546,  145226
1547,  145906
1548,  146301
1549,  145986
1550,  146574
1551,  146493
1552,  147494
1553,  147495
1554,  148006
1555,  147379
1556,  148152
1557,  148385
1558,  148516
1559,  148527
1560,  149357
1561,  149934
1562,  150075
1563,  149370
1564,  150352
1565,  150368
1566,  150227
1567,  151107
1568,  151599
1569,  151252
1570,  152215
1571,  151479
1572,  152297
1573,  152570
1574,  153143
1575,  153073
1576,  153671
1577,  153575
1578,  153812
1579,  154808
1580,  155198
1581,  155061
1582,  155195
1583,  156079
1584,  155895
1585,  156807
1586,  156013
1587,  156369
1588,  156912
1589,  158005
1590,  157956
1591,  158125
1592,  159104
1593,  158193
1594,  158685
1595,  158925
1596,  158954
1597,  158993
1598,  158743
1599,  159925
1600,  159578
1601,  159684
1602,  159393
1603,  160277
1604,  159973
1605,  160747
1606,  160799
1607,  161907
1608,  160035
1609,  161876
1610,  161875
1611,  162762
1612,  162002
1613,  162227
1614,  162093
1615,  163274
1616,  163249
1617,  162519
1618,  162023
1619,  163169
1620,  163600
1621,  164007
1622,  164018
1623,  163750
1624,  163899
1625,  163909
1626,  163249
1627,  165126
1628,  164603
1629,  164086
1630,  163436
1631,  163538
1632,  163479
1633,  163750
1634,  163803
1635,  163396
1636,  163010
1637,  162708
1638,  162645
1639,  162419
1640,  162021
1641,  161325
1642,  160698
1643,  160265
1644,  159845
1645,  158477
1646,  157129
1647,  157010
1648,  155913
1649,  155047
1650,  152187
1651,  150687
1652,  148210
1653,  145453
1654,  143882
1655,  140164
1656,  136714
1657,  132997
1658,  129746
1659,  126540
1660,  124139
1661,  121908
1662,  120357
1663,  117955
1664,  116159
1665,  114977
1666,  113954
1667,  112673
1668,  111718
1669,  109970
1670,  109049
1671,  108174
1672,  107989
1673,  106697
1674,  105957
1675,  105481
1676,  104742
1677,  104825
1678,  103792
1679,  102803
1680,  102539
1681,  102250
1682,  101043
1683,  100809
1684,  100873
1685,  100362
1686,   99710
1687,   99733
1688,   99048
1689,   98936
1690,   98010
1691,   97890
1692,   96740
1693,   96479
1694,   96846
1695,   96133
1696,   95627
1697,   95563
1698,   95185
1699,   94896
1700,   94180
1701,   94717
1702,   93029
1703,   93687
1704,   93105
1705,   92688
1706,   92735
1707,   92345
1708,   91849
1709,   91833
1710,   91323
1711,   90107
1712,   90365
1713,   90185
1714,   90135
1715,   89321
1716,   88703
1717,   88749
1718,   88746
1719,   87990
1720,   87982
1721,   87495
1722,   87244
1723,   87261
1724,   86334
1725,   86203
1726,   85699
1727,   85506
1728,   85146
1729,   84702
1730,   84422
1731,   84158
1732,   83775
1733,   83511
1734,   82919
1735,   82779
1736,   82944
1737,   81553
1738,   81692
1739,   81665
1740,   81433
1741,   80494
1742,   80335
1743,   79901
1744,   80415
1745,   80660
1746,   82356
1747,   84416
1748,   84437
1749,   82387
1750,   80063
1751,   77926
1752,   77094
1753,   76858
1754,   75902
1755,   76006
1756,   75326
1757,   74922
1758,   74383
1759,   73739
1760,   74044
1761,   73299
1762,   72452
1763,   72466
1764,   72050
1765,   71492
1766,   71156
1767,   70926
1768,   69909
1769,   69624
1770,   69495
1771,   68907
1772,   68472
1773,   68025
1774,   67164
1775,   66863
1776,   66286
1777,   66219
1778,   65553
1779,   64603
1780,   64124
1781,   63527
1782,   63345
1783,   63103
1784,   62366
1785,   61490
1786,   61044
1787,   60591
1788,   59877
1789,   59708
1790,   58766
1791,   58798
1792,   57899
1793,   57221
1794,   56769
1795,   56245
1796,   55311
1797,   54745
1798,   54430
1799,   54034
1800,   53704
1801,   53644
1802,   52848
1803,   52883
1804,   51674
1805,   50853
1806,   50579
1807,   50065
1808,   48948
1809,   48936
1810,   48437
1811,   47753
1812,   47500
1813,   46995
1814,   46922
1815,   46248
1816,   45983
1817,   45599
1818,   45056
1819,   44645
1820,   44863
1821,   44138
1822,   43825
1823,   43602
1824,   43062
1825,   42735
1826,   42538
1827,   42572
1828,   42255
1829,   41714
1830,   41947
1831,   42093
1832,   41618
1833,   40829
1834,   40054
1835,   39724
1836,   39283
1837,   39375
1838,   38682
1839,   38406
1840,   38077
1841,   38161
1842,   37605
1843,   37448
1844,   37160
1845,   37162
1846,   36466
1847,   36460
1848,   35937
1849,   35924
1850,   35535
1851,   35125
1852,   35229
1853,   35198
1854,   34379
1855,   34279
1856,   34173
1857,   34027
1858,   34042
1859,   33990
1860,   33646
1861,   33358
1862,   33307
1863,   33244
1864,   32901
1865,   32605
1866,   32334
1867,   32437
1868,   32362
1869,   32548
1870,   32231
1871,   32057
1872,   31749
1873,   31971
1874,   31901
1875,   31803
1876,   31845
1877,   31823
1878,   31258
1879,   31341
1880,   31113
1881,   31550
1882,   31368
1883,   30904
1884,   31098
1885,   30876
1886,   31265
1887,   30775
1888,   31123
1889,   30719
1890,   30788
1891,   30956
1892,   30517
1893,   30297
1894,   30582
1895,   30752
1896,   30482
1897,   30200
1898,   30864
1899,   30237
1900,   30508
1901,   30358
1902,   30156
1903,   30201
1904,   30271
1905,   29919
1906,   30191
1907,   30197
1908,   30032
1909,   29863
1910,   29559
1911,   29838
1912,   29726
1913,   29868
1914,   29975
1915,   29738
1916,   29741
1917,   29912
1918,   29702
1919,   29541
1920,   29456
1921,   29750
1922,   29424
1923,   29591
1924,   29469
1925,   29625
1926,   29664
1927,   29570
1928,   29574
1929,   30004
1930,   30003
1931,   30318
1932,   31195
1933,   31605
1934,   31243
1935,   30327
1936,   29403
1937,   29080
1938,   28707
1939,   28815
1940,   29178
1941,   28627
1942,   28934
1943,   28667
1944,   28898
1945,   28758
1946,   28605
1947,   28502
1948,   28622
1949,   28821
1950,   28744
1951,   28647
1952,   28511
1953,   28567
1954,   28542
1955,   28860
1956,   28700
1957,   28791
1958,   29283
1959,   28912
1960,   28916
1961,   28857
1962,   29209
1963,   29541
1964,   29385
1965,   29490
1966,   29752
1967,   29772
1968,   30081
1969,   30657
1970,   30772
1971,   31381
1972,   31278
1973,   31514
1974,   31786
1975,   32243
1976,   32627
1977,   33814
1978,   34892
1979,   36411
1980,   39557
1981,   44168
1982,   54095
1983,   72037
1984,  110628
1985,  199129
1986,  413038
1987,  933254
1988, 2032153
1989, 3625903
1990, 4779669
1991, 4511315
1992, 3153604
1993, 1742429
1994,  816061
1995,  358000
1996,  179921
1997,  119447
1998,   93197
1999,   77912
2000,   65484
2001,   57249
2002,   50236
2003,   44858
2004,   41107
2005,   37492
2006,   34434
2007,   31933
2008,   29856
2009,   27634
2010,   26165
2011,   24737
2012,   22993
2013,   21900
2014,   21190
2015,   20151
2016,   19483
2017,   18556
2018,   17690
2019,   17065
2020,   16727
2021,   16306
2022,   15544
2023,   15173
2024,   14802
2025,   14222
2026,   14173
2027,   13726
2028,   13390
2029,   12880
2030,   12689
2031,   12285
2032,   12294
2033,   12076
